         #eta                 varrho1                 varrho2
  0.1515000000000000E+02  0.1274644751880435E-06  0.3188942373255188E-07
  0.1520000000000000E+02  0.1240906211555930E-06  0.3109445981313308E-07
  0.1525000000000000E+02  0.1208161592381774E-06  0.3032156312951041E-07
  0.1530000000000000E+02  0.1176378781230838E-06  0.2957006216284208E-07
  0.1535000000000000E+02  0.1145526793921582E-06  0.2883930759670218E-07
  0.1540000000000000E+02  0.1115575732208333E-06  0.2812867152084539E-07
  0.1545000000000000E+02  0.1086496742536832E-06  0.2743754666597742E-07
  0.1550000000000000E+02  0.1058261976487958E-06  0.2676534566822271E-07
  0.1555000000000000E+02  0.1030844552836042E-06  0.2611150036204410E-07
  0.1560000000000000E+02  0.1004218521151428E-06  0.2547546110041965E-07
  0.1565000000000000E+02  0.9783588268803250E-07  0.2485669610114068E-07
  0.1570000000000000E+02  0.9532412778379176E-07  0.2425469081814333E-07
  0.1575000000000000E+02  0.9288425120536446E-07  0.2366894733683413E-07
  0.1580000000000000E+02  0.9051399669103690E-07  0.2309898379241795E-07
  0.1585000000000000E+02  0.8821118495217369E-07  0.2254433381027999E-07
  0.1590000000000000E+02  0.8597371082946123E-07  0.2200454596751527E-07
  0.1595000000000000E+02  0.8379954056258304E-07  0.2147918327473968E-07
  0.1600000000000000E+02  0.8168670916848106E-07  0.2096782267735421E-07
  0.1605000000000000E+02  0.7963331792357867E-07  0.2047005457547110E-07
  0.1610000000000000E+02  0.7763753194554350E-07  0.1998548236174488E-07
  0.1615000000000000E+02  0.7569757787036976E-07  0.1951372197638397E-07
  0.1620000000000000E+02  0.7381174162075466E-07  0.1905440147865115E-07
  0.1625000000000000E+02  0.7197836626190843E-07  0.1860716063419067E-07
  0.1630000000000000E+02  0.7019584994112585E-07  0.1817165051754738E-07
  0.1635000000000000E+02  0.6846264390760504E-07  0.1774753312927337E-07
  0.1640000000000000E+02  0.6677725060914925E-07  0.1733448102704054E-07
  0.1645000000000000E+02  0.6513822186254913E-07  0.1693217697020497E-07
  0.1650000000000000E+02  0.6354415709457320E-07  0.1654031357729097E-07
  0.1655000000000000E+02  0.6199370165063845E-07  0.1615859299588685E-07
  0.1660000000000000E+02  0.6048554516835765E-07  0.1578672658446438E-07
  0.1665000000000000E+02  0.5901842001328592E-07  0.1542443460565672E-07
  0.1670000000000000E+02  0.5759109977430413E-07  0.1507144593054668E-07
  0.1675000000000000E+02  0.5620239781619352E-07  0.1472749775353925E-07
  0.1680000000000000E+02  0.5485116588705745E-07  0.1439233531740682E-07
  0.1685000000000000E+02  0.5353629277835374E-07  0.1406571164811549E-07
  0.1690000000000000E+02  0.5225670303539550E-07  0.1374738729905584E-07
  0.1695000000000000E+02  0.5101135571627013E-07  0.1343713010431733E-07
  0.1700000000000000E+02  0.4979924319722207E-07  0.1313471494066128E-07
  0.1705000000000000E+02  0.4861939002261991E-07  0.1283992349786021E-07
  0.1710000000000000E+02  0.4747085179771664E-07  0.1255254405708670E-07
  0.1715000000000000E+02  0.4635271412248585E-07  0.1227237127704649E-07
  0.1720000000000000E+02  0.4526409156489270E-07  0.1199920598756386E-07
  0.1725000000000000E+02  0.4420412667202557E-07  0.1173285499033945E-07
  0.1730000000000000E+02  0.4317198901758427E-07  0.1147313086661095E-07
  0.1735000000000000E+02  0.4216687428428461E-07  0.1121985179145943E-07
  0.1740000000000000E+02  0.4118800337979899E-07  0.1097284135451329E-07
  0.1745000000000000E+02  0.4023462158491180E-07  0.1073192838681268E-07
  0.1750000000000000E+02  0.3930599773262512E-07  0.1049694679360646E-07
  0.1755000000000000E+02  0.3840142341700368E-07  0.1026773539286233E-07
  0.1760000000000000E+02  0.3752021223059603E-07  0.1004413775928056E-07
  0.1765000000000000E+02  0.3666169902932205E-07  0.9826002073609463E-08
  0.1770000000000000E+02  0.3582523922376056E-07  0.9613180977068607E-08
  0.1775000000000000E+02  0.3501020809581557E-07  0.9405531430693830E-08
  0.1780000000000000E+02  0.3421600013978313E-07  0.9202914579425412E-08
  0.1785000000000000E+02  0.3344202842688073E-07  0.9005195620767324E-08
  0.1790000000000000E+02  0.3268772399234000E-07  0.8812243677852904E-08
  0.1795000000000000E+02  0.3195253524419993E-07  0.8623931676757960E-08
  0.1800000000000000E+02  0.3123592739297590E-07  0.8440136227909266E-08
  0.1805000000000000E+02  0.3053738190140964E-07  0.8260737511441538E-08
  0.1810000000000000E+02  0.2985639595354079E-07  0.8085619166362371E-08
  0.1815000000000000E+02  0.2919248194237181E-07  0.7914668183389403E-08
  0.1820000000000000E+02  0.2854516697542338E-07  0.7747774801329556E-08
  0.1825000000000000E+02  0.2791399239751364E-07  0.7584832406875237E-08
  0.1830000000000000E+02  0.2729851333011248E-07  0.7425737437696695E-08
  0.1835000000000000E+02  0.2669829822665571E-07  0.7270389288714882E-08
  0.1840000000000000E+02  0.2611292844322401E-07  0.7118690221443085E-08
  0.1845000000000000E+02  0.2554199782401824E-07  0.6970545276290203E-08
  0.1850000000000000E+02  0.2498511230108314E-07  0.6825862187722225E-08
  0.1855000000000000E+02  0.2444188950775487E-07  0.6684551302182614E-08
  0.1860000000000000E+02  0.2391195840532756E-07  0.6546525498675785E-08
  0.1865000000000000E+02  0.2339495892245515E-07  0.6411700111921692E-08
  0.1870000000000000E+02  0.2289054160682219E-07  0.6279992857992667E-08
  0.1875000000000000E+02  0.2239836728863819E-07  0.6151323762347315E-08
  0.1880000000000000E+02  0.2191810675552382E-07  0.6025615090178945E-08
  0.1885000000000000E+02  0.2144944043837852E-07  0.5902791278999490E-08
  0.1890000000000000E+02  0.2099205810783065E-07  0.5782778873382474E-08
  0.1895000000000000E+02  0.2054565858089137E-07  0.5665506461791601E-08
  0.1900000000000000E+02  0.2010994943744328E-07  0.5550904615424064E-08
  0.1905000000000000E+02  0.1968464674621306E-07  0.5438905829000220E-08
  0.1910000000000000E+02  0.1926947479988848E-07  0.5329444463433977E-08
  0.1915000000000000E+02  0.1886416585905496E-07  0.5222456690320387E-08
  0.1920000000000000E+02  0.1846845990463658E-07  0.5117880438179277E-08
  0.1925000000000000E+02  0.1808210439854218E-07  0.5015655340396116E-08
  0.1930000000000000E+02  0.1770485405222485E-07  0.4915722684803127E-08
  0.1935000000000000E+02  0.1733647060287655E-07  0.4818025364845979E-08
  0.1940000000000000E+02  0.1697672259698983E-07  0.4722507832283148E-08
  0.1945000000000000E+02  0.1662538518102729E-07  0.4629116051366976E-08
  0.1950000000000000E+02  0.1628223989895095E-07  0.4537797454457371E-08
  0.1955000000000000E+02  0.1594707449637163E-07  0.4448500899020553E-08
  0.1960000000000000E+02  0.1561968273108899E-07  0.4361176625967289E-08
  0.1965000000000000E+02  0.1529986418979834E-07  0.4275776219286299E-08
  0.1970000000000000E+02  0.1498742411075295E-07  0.4192252566930312E-08
  0.1975000000000000E+02  0.1468217321217459E-07  0.4110559822913785E-08
  0.1980000000000000E+02  0.1438392752621514E-07  0.4030653370582329E-08
  0.1985000000000000E+02  0.1409250823827719E-07  0.3952489787015831E-08
  0.1990000000000000E+02  0.1380774153151168E-07  0.3876026808528140E-08
  0.1995000000000000E+02  0.1352945843631333E-07  0.3801223297227624E-08
  0.2000000000000000E+02  0.1325749468464543E-07  0.3728039208604324E-08
  0.2014000000000000E+02  0.1252827252228396E-07  0.3531411202606754E-08
  0.2028000000000000E+02  0.1184403540942279E-07  0.3346364641268684E-08
  0.2042000000000000E+02  0.1120170718162035E-07  0.3172144226207058E-08
  0.2056000000000000E+02  0.1059844156244076E-07  0.3008048636993826E-08
  0.2070000000000000E+02  0.1003160368133983E-07  0.2853426365503387E-08
  0.2084000000000000E+02  0.9498753169561287E-08  0.2707671891928009E-08
  0.2098000000000000E+02  0.8997628691860582E-08  0.2570222173003220E-08
  0.2112000000000000E+02  0.8526133785404465E-08  0.2440553415650799E-08
  0.2126000000000000E+02  0.8082323889356813E-08  0.2318178111657274E-08
  0.2140000000000000E+02  0.7664394459603675E-08  0.2202642311187692E-08
  0.2154000000000000E+02  0.7270670072926196E-08  0.2093523114909968E-08
  0.2168000000000000E+02  0.6899594433810229E-08  0.1990426366296120E-08
  0.2182000000000000E+02  0.6549721205091938E-08  0.1892984527290702E-08
  0.2196000000000000E+02  0.6219705590868488E-08  0.1800854722010904E-08
  0.2210000000000000E+02  0.5908296606633025E-08  0.1713716934481261E-08
  0.2224000000000000E+02  0.5614329977496206E-08  0.1631272347622470E-08
  0.2238000000000000E+02  0.5336721610694898E-08  0.1553241811819533E-08
  0.2252000000000000E+02  0.5074461593421201E-08  0.1479364432400780E-08
  0.2266000000000000E+02  0.4826608671380897E-08  0.1409396266274918E-08
  0.2280000000000000E+02  0.4592285167456246E-08  0.1343109118807258E-08
  0.2294000000000000E+02  0.4370672303443850E-08  0.1280289432776128E-08
  0.2308000000000000E+02  0.4161005891101034E-08  0.1220737261943006E-08
  0.2322000000000000E+02  0.3962572361695004E-08  0.1164265322401541E-08
  0.2336000000000000E+02  0.3774705105939576E-08  0.1110698115446828E-08
  0.2350000000000000E+02  0.3596781098647932E-08  0.1059871116232205E-08
  0.2364000000000000E+02  0.3428217784652415E-08  0.1011630022960911E-08
  0.2378000000000000E+02  0.3268470204563588E-08  0.9658300617985758E-09
  0.2392000000000000E+02  0.3117028340780698E-08  0.9223353430930594E-09
  0.2406000000000000E+02  0.2973414665840339E-08  0.8810182648544018E-09
  0.2420000000000000E+02  0.2837181876715827E-08  0.8417589597823777E-09
  0.2434000000000000E+02  0.2707910800070447E-08  0.8044447824352817E-09
  0.2448000000000000E+02  0.2585208454734682E-08  0.7689698334135937E-09
  0.2462000000000000E+02  0.2468706258834168E-08  0.7352345176883994E-09
  0.2476000000000000E+02  0.2358058370049469E-08  0.7031451344389272E-09
  0.2490000000000000E+02  0.2252940148451702E-08  0.6726134959782075E-09
  0.2504000000000000E+02  0.2153046732237073E-08  0.6435565735424156E-09
  0.2518000000000000E+02  0.2058091717486426E-08  0.6158961678994844E-09
  0.2532000000000000E+02  0.1967805933809483E-08  0.5895586028974107E-09
  0.2546000000000000E+02  0.1881936308404300E-08  0.5644744402238227E-09
  0.2560000000000000E+02  0.1800244811675591E-08  0.5405782137867870E-09
  0.2574000000000000E+02  0.1722507478116333E-08  0.5178081822537633E-09
  0.2588000000000000E+02  0.1648513496670619E-08  0.4961060984019445E-09
  0.2602000000000000E+02  0.1578064365264939E-08  0.4754169940399613E-09
  0.2616000000000000E+02  0.1510973104625312E-08  0.4556889793587269E-09
  0.2630000000000000E+02  0.1447063526891401E-08  0.4368730556590199E-09
  0.2644000000000000E+02  0.1386169554899306E-08  0.4189229404857634E-09
  0.2658000000000000E+02  0.1328134588335269E-08  0.4017949042745521E-09
  0.2672000000000000E+02  0.1272810913265377E-08  0.3854476176853999E-09
  0.2686000000000000E+02  0.1220059151823916E-08  0.3698420088623957E-09
  0.2700000000000000E+02  0.1169747749097730E-08  0.3549411299164770E-09
  0.2714000000000000E+02  0.1121752494477327E-08  0.3407100319823209E-09
  0.2728000000000000E+02  0.1075956074959814E-08  0.3271156482497351E-09
  0.2742000000000000E+02  0.1032247658085256E-08  0.3141266844153610E-09
  0.2756000000000000E+02  0.9905225023685419E-09  0.3017135160422436E-09
  0.2770000000000000E+02  0.9506815932545172E-09  0.2898480923532280E-09
  0.2784000000000000E+02  0.9126313027763335E-09  0.2785038460194714E-09
  0.2798000000000000E+02  0.8762830712366899E-09  0.2676556085378589E-09
  0.2812000000000000E+02  0.8415531093601198E-09  0.2572795308210487E-09
  0.2826000000000000E+02  0.8083621194825442E-09  0.2473530086514286E-09
  0.2840000000000000E+02  0.7766350344527950E-09  0.2378546126756520E-09
  0.2854000000000000E+02  0.7463007730206790E-09  0.2287640226398215E-09
  0.2868000000000000E+02  0.7172920105779429E-09  0.2200619655869578E-09
  0.2882000000000000E+02  0.6895449642029990E-09  0.2117301577582849E-09
  0.2896000000000000E+02  0.6629991910380761E-09  0.2037512499582213E-09
  0.2910000000000000E+02  0.6375973990989995E-09  0.1961087761599024E-09
  0.2924000000000000E+02  0.6132852696838559E-09  0.1887871051437171E-09
  0.2938000000000000E+02  0.5900112906075169E-09  0.1817713949757864E-09
  0.2952000000000000E+02  0.5677265995450230E-09  0.1750475501466826E-09
  0.2966000000000000E+02  0.5463848368185014E-09  0.1686021812030323E-09
  0.2980000000000000E+02  0.5259420070099210E-09  0.1624225667160882E-09
  0.2994000000000000E+02  0.5063563488259607E-09  0.1564966174419281E-09
  0.3008000000000000E+02  0.4875882126818530E-09  0.1508128425377413E-09
  0.3022000000000000E+02  0.4695999455085190E-09  0.1453603177077391E-09
  0.3036000000000000E+02  0.4523557823220101E-09  0.1401286551606454E-09
  0.3050000000000000E+02  0.4358217441261717E-09  0.1351079752685252E-09
  0.3064000000000000E+02  0.4199655417491435E-09  0.1302888798239543E-09
  0.3078000000000000E+02  0.4047564852416245E-09  0.1256624267992573E-09
  0.3092000000000000E+02  0.3901653984901902E-09  0.1212201065177884E-09
  0.3106000000000000E+02  0.3761645387224186E-09  0.1169538191530346E-09
  0.3120000000000000E+02  0.3627275206023078E-09  0.1128558534767169E-09
  0.3134000000000000E+02  0.3498292446346241E-09  0.1089188667820937E-09
  0.3148000000000000E+02  0.3374458296154833E-09  0.1051358659133342E-09
  0.3162000000000000E+02  0.3255545488838188E-09  0.1015001893361960E-09
  0.3176000000000000E+02  0.3141337701444584E-09  0.9800549018928616E-10
  0.3190000000000000E+02  0.3031628986484820E-09  0.9464572025897288E-10
  0.3204000000000000E+02  0.2926223235303978E-09  0.9141511482453807E-10
  0.3218000000000000E+02  0.2824933671145911E-09  0.8830817832345311E-10
  0.3232000000000000E+02  0.2727582370154842E-09  0.8531967078973182E-10
  0.3246000000000000E+02  0.2633999808670153E-09  0.8244459502118191E-10
  0.3260000000000000E+02  0.2544024435274383E-09  0.7967818443406099E-10
  0.3274000000000000E+02  0.2457502266151239E-09  0.7701589156614400E-10
  0.3288000000000000E+02  0.2374286502400626E-09  0.7445337719155680E-10
  0.3302000000000000E+02  0.2294237168041712E-09  0.7198650001292186E-10
  0.3316000000000000E+02  0.2217220767513703E-09  0.6961130689841450E-10
  0.3330000000000000E+02  0.2143109961556886E-09  0.6732402363324879E-10
  0.3344000000000000E+02  0.2071783260425145E-09  0.6512104615691711E-10
  0.3358000000000000E+02  0.2003124733444714E-09  0.6299893225918684E-10
  0.3372000000000000E+02  0.1937023733993770E-09  0.6095439370944771E-10
  0.3386000000000000E+02  0.1873374639033084E-09  0.5898428879547900E-10
  0.3400000000000000E+02  0.1812076602370239E-09  0.5708561524910354E-10
  0.3414000000000000E+02  0.1753033320888560E-09  0.5525550353749573E-10
  0.3428000000000000E+02  0.1696152813017690E-09  0.5349121050014065E-10
  0.3442000000000000E+02  0.1641347208765448E-09  0.5179011331258951E-10
  0.3456000000000000E+02  0.1588532550670749E-09  0.5014970375924041E-10
  0.3470000000000000E+02  0.1537628605074747E-09  0.4856758279838551E-10
  0.3484000000000000E+02  0.1488558683142785E-09  0.4704145540372498E-10
  0.3498000000000000E+02  0.1441249471102560E-09  0.4556912566744173E-10
  0.3512000000000000E+02  0.1395630869194949E-09  0.4414849215077632E-10
  0.3526000000000000E+02  0.1351635838863042E-09  0.4277754346883705E-10
  0.3540000000000000E+02  0.1309200257732118E-09  0.4145435409712294E-10
  0.3554000000000000E+02  0.1268262781959030E-09  0.4017708038794431E-10
  0.3568000000000000E+02  0.1228764715553443E-09  0.3894395678558478E-10
  0.3582000000000000E+02  0.1190649886296011E-09  0.3775329222967192E-10
  0.3596000000000000E+02  0.1153864527899872E-09  0.3660346673680987E-10
  0.3610000000000000E+02  0.1118357168081788E-09  0.3549292815108012E-10
  0.3624000000000000E+02  0.1084078522228033E-09  0.3442018905453679E-10
  0.3638000000000000E+02  0.1050981392357854E-09  0.3338382382931204E-10
  0.3652000000000000E+02  0.1019020571103964E-09  0.3238246586341068E-10
  0.3666000000000000E+02  0.9881527504451153E-10  0.3141480489270700E-10
  0.3680000000000000E+02  0.9583364349406479E-10  0.3047958447206805E-10
  0.3694000000000000E+02  0.9295318592306667E-10  0.2957559956891492E-10
  0.3708000000000000E+02  0.9017009095786644E-10  0.2870169427289682E-10
  0.3722000000000000E+02  0.8748070492456598E-10  0.2785675961569910E-10
  0.3736000000000000E+02  0.8488152474965528E-10  0.2703973149532916E-10
  0.3750000000000000E+02  0.8236919120502880E-10  0.2624958869953126E-10
  0.3764000000000000E+02  0.7994048247957884E-10  0.2548535102327038E-10
  0.3778000000000000E+02  0.7759230806052429E-10  0.2474607747549703E-10
  0.3792000000000000E+02  0.7532170290855667E-10  0.2403086457066331E-10
  0.3806000000000000E+02  0.7312582191174509E-10  0.2333884470070266E-10
  0.3820000000000000E+02  0.7100193460395724E-10  0.2266918458341557E-10
  0.3834000000000000E+02  0.6894742013432039E-10  0.2202108378341930E-10
  0.3848000000000000E+02  0.6695976247497555E-10  0.2139377330202532E-10
  0.3862000000000000E+02  0.6503654585505604E-10  0.2078651423259945E-10
  0.3876000000000000E+02  0.6317545040947478E-10  0.2019859647814443E-10
  0.3890000000000000E+02  0.6137424803170621E-10  0.1962933752801416E-10
  0.3904000000000000E+02  0.5963079842033182E-10  0.1907808129083411E-10
  0.3918000000000000E+02  0.5794304530965584E-10  0.1854419698085424E-10
  0.3932000000000000E+02  0.5630901287521504E-10  0.1802707805510751E-10
  0.3946000000000000E+02  0.5472680230548830E-10  0.1752614119888330E-10
  0.3960000000000000E+02  0.5319458853157175E-10  0.1704082535715545E-10
  0.3974000000000000E+02  0.5171061710701664E-10  0.1657059080972716E-10
  0.3988000000000000E+02  0.5027320123043625E-10  0.1611491828797113E-10
  0.4002000000000000E+02  0.4888071890387468E-10  0.1567330813115255E-10
  0.4016000000000000E+02  0.4753161022029613E-10  0.1524527948042709E-10
  0.4030000000000000E+02  0.4622437477389518E-10  0.1483036950870289E-10
  0.4044000000000000E+02  0.4495756918726208E-10  0.1442813268465010E-10
  0.4058000000000000E+02  0.4372980474973579E-10  0.1403814006922723E-10
  0.4072000000000000E+02  0.4253974516157902E-10  0.1365997864317836E-10
  0.4086000000000000E+02  0.4138610437887856E-10  0.1329325066403289E-10
  0.4100000000000000E+02  0.4026764455433892E-10  0.1293757305121421E-10
  0.4114000000000000E+02  0.3918317406938287E-10  0.1259257679793378E-10
  0.4128000000000000E+02  0.3813154565320660E-10  0.1225790640861428E-10
  0.4142000000000000E+02  0.3711165458465888E-10  0.1193321936064794E-10
  0.4156000000000000E+02  0.3612243697302119E-10  0.1161818558935618E-10
  0.4170000000000000E+02  0.3516286811396631E-10  0.1131248699507356E-10
  0.4184000000000000E+02  0.3423196091715845E-10  0.1101581697133186E-10
  0.4198000000000000E+02  0.3332876440213639E-10  0.1072787995317161E-10
  0.4212000000000000E+02  0.3245236225928966E-10  0.1044839098465600E-10
  0.4226000000000000E+02  0.3160187147289613E-10  0.1017707530470794E-10
  0.4240000000000000E+02  0.3077644100334082E-10  0.9913667950433904E-11
  0.4254000000000000E+02  0.2997525052577848E-10  0.9657913377139395E-11
  0.4268000000000000E+02  0.2919750922263827E-10  0.9409565094279454E-11
  0.4282000000000000E+02  0.2844245462749621E-10  0.9168385316624688E-11
  0.4296000000000000E+02  0.2770935151796392E-10  0.8934144629957659E-11
  0.4310000000000000E+02  0.2699749085535643E-10  0.8706621670648142E-11
  0.4324000000000000E+02  0.2630618876901161E-10  0.8485602818486677E-11
  0.4338000000000000E+02  0.2563478558323706E-10  0.8270881902185845E-11
  0.4352000000000000E+02  0.2498264488495910E-10  0.8062259916986729E-11
  0.4366000000000000E+02  0.2434915263024092E-10  0.7859544753835168E-11
  0.4380000000000000E+02  0.2373371628792564E-10  0.7662550939617321E-11
  0.4394000000000000E+02  0.2313576401874468E-10  0.7471099387968764E-11
  0.4408000000000000E+02  0.2255474388830954E-10  0.7285017160193797E-11
  0.4422000000000000E+02  0.2199012311248258E-10  0.7104137235853726E-11
  0.4436000000000000E+02  0.2144138733369277E-10  0.6928298292603309E-11
  0.4450000000000000E+02  0.2090803992683115E-10  0.6757344494874525E-11
  0.4464000000000000E+02  0.2038960133342439E-10  0.6591125291024990E-11
  0.4478000000000000E+02  0.1988560842284751E-10  0.6429495218586623E-11
  0.4492000000000000E+02  0.1939561387939398E-10  0.6272313717266635E-11
  0.4506000000000000E+02  0.1891918561407675E-10  0.6119444949368940E-11
  0.4520000000000000E+02  0.1845590620008735E-10  0.5970757627319695E-11
  0.4534000000000000E+02  0.1800537233088919E-10  0.5826124847994571E-11
  0.4548000000000000E+02  0.1756719429996863E-10  0.5685423933559693E-11
  0.4562000000000000E+02  0.1714099550131322E-10  0.5548536278550844E-11
  0.4576000000000000E+02  0.1672641194972878E-10  0.5415347202928328E-11
  0.4590000000000000E+02  0.1632309182014827E-10  0.5285745810856486E-11
  0.4604000000000000E+02  0.1593069500512329E-10  0.5159624854968316E-11
  0.4618000000000000E+02  0.1554889268972702E-10  0.5036880605886278E-11
  0.4632000000000000E+02  0.1517736694313209E-10  0.4917412726780747E-11
  0.4646000000000000E+02  0.1481581032615962E-10  0.4801124152757062E-11
  0.4660000000000000E+02  0.1446392551412852E-10  0.4687920974871717E-11
  0.4674000000000000E+02  0.1412142493436350E-10  0.4577712328586698E-11
  0.4688000000000000E+02  0.1378803041774956E-10  0.4470410286479829E-11
  0.4702000000000000E+02  0.1346347286374781E-10  0.4365929755036532E-11
  0.4716000000000000E+02  0.1314749191831346E-10  0.4264188375356503E-11
  0.4730000000000000E+02  0.1283983566418249E-10  0.4165106427615654E-11
  0.4744000000000000E+02  0.1254026032301576E-10  0.4068606739131070E-11
  0.4758000000000000E+02  0.1224852996891328E-10  0.3974614595882921E-11
  0.4772000000000000E+02  0.1196441625283185E-10  0.3883057657353867E-11
  0.4786000000000000E+02  0.1168769813746042E-10  0.3793865874552451E-11
  0.4800000000000000E+02  0.1141816164212636E-10  0.3706971411092613E-11
  0.4808000000000000E+02  0.1126728518762023E-10  0.3658323511672981E-11
  0.4816000000000000E+02  0.1111864829986062E-10  0.3610392312454932E-11
  0.4824000000000000E+02  0.1097221398142549E-10  0.3563166074992362E-11
  0.4832000000000000E+02  0.1082794590819362E-10  0.3516633272254250E-11
  0.4840000000000000E+02  0.1068580841597592E-10  0.3470782584479458E-11
  0.4848000000000000E+02  0.1054576648743398E-10  0.3425602895119394E-11
  0.4856000000000000E+02  0.1040778573927962E-10  0.3381083286866473E-11
  0.4864000000000000E+02  0.1027183240974854E-10  0.3337213037766498E-11
  0.4872000000000000E+02  0.1013787334634192E-10  0.3293981617412987E-11
  0.4880000000000000E+02  0.1000587599382992E-10  0.3251378683221625E-11
  0.4888000000000000E+02  0.9875808382510713E-11  0.3209394076783034E-11
  0.4896000000000000E+02  0.9747639116719759E-11  0.3168017820292096E-11
  0.4904000000000000E+02  0.9621337363582892E-11  0.3127240113052022E-11
  0.4912000000000000E+02  0.9496872842008216E-11  0.3087051328051642E-11
  0.4920000000000000E+02  0.9374215811911098E-11  0.3047442008614090E-11
  0.4928000000000000E+02  0.9253337063667073E-11  0.3008402865115455E-11
  0.4936000000000000E+02  0.9134207907787134E-11  0.2969924771771659E-11
  0.4944000000000000E+02  0.9016800164810954E-11  0.2931998763492185E-11
  0.4952000000000000E+02  0.8901086155412546E-11  0.2894616032799065E-11
  0.4960000000000000E+02  0.8787038690713921E-11  0.2857767926809728E-11
  0.4968000000000000E+02  0.8674631062801662E-11  0.2821445944282231E-11
  0.4976000000000000E+02  0.8563837035442307E-11  0.2785641732721544E-11
  0.4984000000000000E+02  0.8454630834991704E-11  0.2750347085545520E-11
  0.4992000000000000E+02  0.8346987141494114E-11  0.2715553939309173E-11
  0.5000000000000000E+02  0.8240881079966754E-11  0.2681254370986057E-11
  0.5008000000000000E+02  0.8136288211865628E-11  0.2647440595305408E-11
  0.5016000000000000E+02  0.8033184526728678E-11  0.2614104962143902E-11
  0.5024000000000000E+02  0.7931546433992147E-11  0.2581239953970716E-11
  0.5032000000000000E+02  0.7831350754976438E-11  0.2548838183344856E-11
  0.5040000000000000E+02  0.7732574715037496E-11  0.2516892390463453E-11
  0.5048000000000000E+02  0.7635195935880230E-11  0.2485395440760049E-11
  0.5056000000000000E+02  0.7539192428030301E-11  0.2454340322551679E-11
  0.5064000000000000E+02  0.7444542583460773E-11  0.2423720144733761E-11
  0.5072000000000000E+02  0.7351225168370042E-11  0.2393528134521653E-11
  0.5080000000000000E+02  0.7259219316108119E-11  0.2363757635237973E-11
  0.5088000000000000E+02  0.7168504520247381E-11  0.2334402104144596E-11
  0.5096000000000000E+02  0.7079060627795216E-11  0.2305455110318420E-11
  0.5104000000000000E+02  0.6990867832545046E-11  0.2276910332569893E-11
  0.5112000000000000E+02  0.6903906668562787E-11  0.2248761557403436E-11
  0.5120000000000000E+02  0.6818158003805867E-11  0.2221002677018808E-11
  0.5128000000000000E+02  0.6733603033871807E-11  0.2193627687352569E-11
  0.5136000000000000E+02  0.6650223275873518E-11  0.2166630686158719E-11
  0.5144000000000000E+02  0.6568000562438624E-11  0.2140005871127746E-11
  0.5152000000000000E+02  0.6486917035830077E-11  0.2113747538043200E-11
  0.5160000000000000E+02  0.6406955142185389E-11  0.2087850078975013E-11
  0.5168000000000000E+02  0.6328097625871947E-11  0.2062307980508748E-11
  0.5176000000000000E+02  0.6250327523955884E-11  0.2037115822010073E-11
  0.5184000000000000E+02  0.6173628160782015E-11  0.2012268273923623E-11
  0.5192000000000000E+02  0.6097983142662513E-11  0.1987760096105600E-11
  0.5200000000000000E+02  0.6023376352671855E-11  0.1963586136189309E-11
  0.5208000000000000E+02  0.5949791945545911E-11  0.1939741327983015E-11
  0.5216000000000000E+02  0.5877214342682731E-11  0.1916220689899369E-11
  0.5224000000000000E+02  0.5805628227243063E-11  0.1893019323415756E-11
  0.5232000000000000E+02  0.5735018539348293E-11  0.1870132411564929E-11
  0.5240000000000000E+02  0.5665370471373755E-11  0.1847555217455258E-11
  0.5248000000000000E+02  0.5596669463335507E-11  0.1825283082819989E-11
  0.5256000000000000E+02  0.5528901198368330E-11  0.1803311426594896E-11
  0.5264000000000000E+02  0.5462051598293269E-11  0.1781635743523730E-11
  0.5272000000000000E+02  0.5396106819272559E-11  0.1760251602790878E-11
  0.5280000000000000E+02  0.5331053247550309E-11  0.1739154646680663E-11
  0.5288000000000000E+02  0.5266877495276945E-11  0.1718340589262728E-11
  0.5296000000000000E+02  0.5203566396415755E-11  0.1697805215102961E-11
  0.5304000000000000E+02  0.5141107002729695E-11  0.1677544377999424E-11
  0.5312000000000000E+02  0.5079486579846875E-11  0.1657553999742760E-11
  0.5320000000000000E+02  0.5018692603402986E-11  0.1637830068900579E-11
  0.5328000000000000E+02  0.4958712755259042E-11  0.1618368639625322E-11
  0.5336000000000000E+02  0.4899534919792902E-11  0.1599165830485107E-11
  0.5344000000000000E+02  0.4841147180263006E-11  0.1580217823317087E-11
  0.5352000000000000E+02  0.4783537815242790E-11  0.1561520862102866E-11
  0.5360000000000000E+02  0.4726695295124319E-11  0.1543071251865487E-11
  0.5368000000000000E+02  0.4670608278689683E-11  0.1524865357587581E-11
  0.5376000000000000E+02  0.4615265609748746E-11  0.1506899603150214E-11
  0.5384000000000000E+02  0.4560656313841859E-11  0.1489170470292030E-11
  0.5392000000000000E+02  0.4506769595006224E-11  0.1471674497588254E-11
  0.5400000000000000E+02  0.4453594832604497E-11  0.1454408279449148E-11
  0.5408000000000000E+02  0.4401121578214435E-11  0.1437368465137539E-11
  0.5416000000000000E+02  0.4349339552578260E-11  0.1420551757805013E-11
  0.5424000000000000E+02  0.4298238642610550E-11  0.1403954913546408E-11
  0.5432000000000000E+02  0.4247808898463431E-11  0.1387574740472205E-11
