         #eta                 varrho1                 varrho2
  0.7045920000000000E+00  0.8483857678258674E-02  0.3196480128995264E-01
  0.7085840000000000E+00  0.8476340624376275E-02  0.3140921770726024E-01
  0.7125760000000000E+00  0.8468786147941609E-02  0.3087780188560500E-01
  0.7165680000000000E+00  0.8461194341002926E-02  0.3036946458297004E-01
  0.7205600000000000E+00  0.8453565297277242E-02  0.2988316172413678E-01
  0.7245520000000000E+00  0.8445899110334117E-02  0.2941789268815350E-01
  0.7285440000000000E+00  0.8438195874478790E-02  0.2897269865765513E-01
  0.7325360000000000E+00  0.8430455684900136E-02  0.2854666101336608E-01
  0.7365280000000000E+00  0.8422678637578680E-02  0.2813889978725588E-01
  0.7405200000000000E+00  0.8414864828623435E-02  0.2774857216408326E-01
  0.7445120000000000E+00  0.8407014355452042E-02  0.2737487103390945E-01
  0.7485039999999999E+00  0.8399127315578625E-02  0.2701702359200908E-01
  0.7524960000000001E+00  0.8391203807542123E-02  0.2667428998983246E-01
  0.7564880000000000E+00  0.8383243930477652E-02  0.2634596203094675E-01
  0.7604800000000000E+00  0.8375247783768493E-02  0.2603136191542643E-01
  0.7644720000000000E+00  0.8367215468180556E-02  0.2572984102454590E-01
  0.7684640000000000E+00  0.8359147084555981E-02  0.2544077875407521E-01
  0.7724560000000000E+00  0.8351042734719817E-02  0.2516358138742795E-01
  0.7764480000000000E+00  0.8342902520833195E-02  0.2489768100993931E-01
  0.7804400000000000E+00  0.8334726545969281E-02  0.2464253446462820E-01
  0.7844320000000000E+00  0.8326514913949694E-02  0.2439762234597805E-01
  0.7884240000000000E+00  0.8318267728878111E-02  0.2416244803078378E-01
  0.7924160000000000E+00  0.8309985095858372E-02  0.2393653674915605E-01
  0.7964080000000000E+00  0.8301667120350988E-02  0.2371943468441452E-01
  0.8004000000000000E+00  0.8293313908768965E-02  0.2351070811595267E-01
  0.8043920000000000E+00  0.8284925567833381E-02  0.2330994258663954E-01
  0.8083840000000000E+00  0.8276502205498150E-02  0.2311674210778799E-01
  0.8123760000000000E+00  0.8268043929645809E-02  0.2293072839498796E-01
  0.8163680000000000E+00  0.8259550849154716E-02  0.2275154013114230E-01
  0.8203600000000000E+00  0.8251023073712619E-02  0.2257883226026669E-01
  0.8243520000000000E+00  0.8242460713458815E-02  0.2241227530841191E-01
  0.8283440000000000E+00  0.8233863879073896E-02  0.2225155473280860E-01
  0.8323360000000000E+00  0.8225232682163250E-02  0.2209637029642379E-01
  0.8363280000000000E+00  0.8216567234709019E-02  0.2194643546386625E-01
  0.8403200000000000E+00  0.8207867649454335E-02  0.2180147683036826E-01
  0.8443120000000000E+00  0.8199134039726058E-02  0.2166123356269645E-01
  0.8483039999999999E+00  0.8190366519587390E-02  0.2152545687056044E-01
  0.8522960000000001E+00  0.8181565203764486E-02  0.2139390949619887E-01
  0.8562880000000000E+00  0.8172730207443123E-02  0.2126636522576431E-01
  0.8602800000000000E+00  0.8163861646678492E-02  0.2114260841874049E-01
  0.8642720000000000E+00  0.8154959637899454E-02  0.2102243355894884E-01
  0.8682640000000000E+00  0.8146024298156905E-02  0.2090564482206325E-01
  0.8722560000000000E+00  0.8137055745548089E-02  0.2079205566113296E-01
  0.8762480000000000E+00  0.8128054098526774E-02  0.2068148840925573E-01
  0.8802400000000000E+00  0.8119019475719913E-02  0.2057377389898107E-01
  0.8842320000000000E+00  0.8109951997402044E-02  0.2046875109584937E-01
  0.8882240000000000E+00  0.8100851783310183E-02  0.2036626674812443E-01
  0.8922160000000000E+00  0.8091718954687934E-02  0.2026617505221366E-01
  0.8962080000000000E+00  0.8082553633266924E-02  0.2016833732739072E-01
  0.9002000000000000E+00  0.8073355940816020E-02  0.2007262170980469E-01
  0.9041920000000000E+00  0.8064126000493440E-02  0.1997890285309841E-01
  0.9081840000000000E+00  0.8054863935227384E-02  0.1988706164760012E-01
  0.9121760000000000E+00  0.8045569869334124E-02  0.1979698494468352E-01
  0.9161680000000000E+00  0.8036243927539103E-02  0.1970856529816064E-01
  0.9201600000000000E+00  0.8026886234724535E-02  0.1962170071245373E-01
  0.9241520000000000E+00  0.8017496916880968E-02  0.1953629440234472E-01
  0.9281440000000000E+00  0.8008076100541217E-02  0.1945225456413802E-01
  0.9321360000000000E+00  0.7998623912503652E-02  0.1936949415429205E-01
  0.9361280000000000E+00  0.7989140480403145E-02  0.1928793067739661E-01
  0.9401200000000000E+00  0.7979625932618905E-02  0.1920748598457767E-01
  0.9441120000000000E+00  0.7970080397630946E-02  0.1912808607874069E-01
  0.9481039999999999E+00  0.7960504005168817E-02  0.1904966092792648E-01
  0.9520960000000001E+00  0.7950896884972657E-02  0.1897214428744428E-01
  0.9560880000000000E+00  0.7941259167654594E-02  0.1889547352773698E-01
  0.9600800000000000E+00  0.7931590984184056E-02  0.1881958947201386E-01
  0.9640720000000000E+00  0.7921892466602768E-02  0.1874443623831601E-01
  0.9680640000000000E+00  0.7912163746912095E-02  0.1866996108773359E-01
  0.9720560000000000E+00  0.7902404958041294E-02  0.1859611428218895E-01
  0.9760480000000000E+00  0.7892616233353399E-02  0.1852284894515632E-01
  0.9800400000000000E+00  0.7882797707019239E-02  0.1845012092764635E-01
  0.9840320000000000E+00  0.7872949513317285E-02  0.1837788868427011E-01
  0.9880240000000000E+00  0.7863071787362150E-02  0.1830611315024881E-01
  0.9920160000000000E+00  0.7853164665025197E-02  0.1823475762292433E-01
  0.9960080000000000E+00  0.7843228282386554E-02  0.1816378765365319E-01
  0.1000000000000000E+01  0.7833262776228068E-02  0.1809317093759644E-01
  0.1026491680839000E+01  0.7766401905843044E-02  0.1763147930956747E-01
  0.1056786161003000E+01  0.7688431267554866E-02  0.1711253358523749E-01
  0.1088703936712000E+01  0.7604603381275228E-02  0.1656995021434282E-01
  0.1121723800805000E+01  0.7516146213340801E-02  0.1600967332765683E-01
  0.1155588150741000E+01  0.7423682523835093E-02  0.1543518752332155E-01
  0.1190141050780000E+01  0.7327615102055100E-02  0.1484994413170559E-01
  0.1225277261537000E+01  0.7228244979612848E-02  0.1425768164065625E-01
  0.1260920678924000E+01  0.7125820039167730E-02  0.1366228926270393E-01
  0.1297013558176000E+01  0.7020558498536416E-02  0.1306759764311257E-01
  0.1333510502098000E+01  0.6912661459652832E-02  0.1247720395221252E-01
  0.1370374832331000E+01  0.6802320066385633E-02  0.1189435499115380E-01
  0.1407576264730000E+01  0.6689719748178858E-02  0.1132188417885271E-01
  0.1445089349019000E+01  0.6575042774109533E-02  0.1076219025739644E-01
  0.1482892381256000E+01  0.6458469771452389E-02  0.1021724496383203E-01
  0.1520966621941000E+01  0.6340180581204015E-02  0.9688618937396734E-02
  0.1559295718995000E+01  0.6220354673991663E-02  0.9177517762534762E-02
  0.1597865272400000E+01  0.6099171264975081E-02  0.8684822464388361E-02
  0.1636662499333000E+01  0.5976809220337938E-02  0.8211130710727247E-02
  0.1675675972292000E+01  0.5853446817988273E-02  0.7756796419420213E-02
  0.1714895411252000E+01  0.5729261407360685E-02  0.7321966473228210E-02
  0.1754311516553000E+01  0.5604428997451435E-02  0.6906613928188550E-02
  0.1793915832968000E+01  0.5479123801399161E-02  0.6510567527575765E-02
  0.1833700637965000E+01  0.5353517753318404E-02  0.6133537602021140E-02
  0.1873658848995000E+01  0.5227780013249649E-02  0.5775138581019634E-02
  0.1913783945901000E+01  0.5102076471984253E-02  0.5434908418566568E-02
  0.1954069905471000E+01  0.4976569266001317E-02  0.5112325259344852E-02
  0.1994511145848000E+01  0.4851416308095687E-02  0.4806821671858937E-02
  0.2035102478983000E+01  0.4726770843882017E-02  0.4517796755062180E-02
  0.2075839069744000E+01  0.4602781035544186E-02  0.4244626398751820E-02
  0.2116716400526000E+01  0.4479589579508243E-02  0.3986671947020533E-02
  0.2157730240489000E+01  0.4357333359977547E-02  0.3743287484293562E-02
  0.2198876618659000E+01  0.4236143141544324E-02  0.3513825933431432E-02
  0.2240151800332000E+01  0.4116143301616883E-02  0.3297644131192221E-02
  0.2281552266261000E+01  0.3997451604251039E-02  0.3094107021183087E-02
  0.2323074694242000E+01  0.3880179015787439E-02  0.2902591086477520E-02
  0.2364715942755000E+01  0.3764429561741599E-02  0.2722487125694339E-02
  0.2406473036380000E+01  0.3650300224495969E-02  0.2553202462893945E-02
  0.2448343152753000E+01  0.3537880880890975E-02  0.2394162669234280E-02
  0.2490323610866000E+01  0.3427254277840489E-02  0.2244812864015872E-02
  0.2532411860537000E+01  0.3318496044932000E-02  0.2104618654512697E-02
  0.2574605472910000E+01  0.3211674741038829E-02  0.1973066766202345E-02
  0.2616902131854000E+01  0.3106851934055049E-02  0.1849665409177456E-02
  0.2659299626176000E+01  0.3004082309833055E-02  0.1733944420533561E-02
  0.2701795842525000E+01  0.2903413809281882E-02  0.1625455218278435E-02
  0.2744388758938000E+01  0.2804887790102312E-02  0.1523770597589460E-02
  0.2787076438941000E+01  0.2708539210959854E-02  0.1428484396883652E-02
  0.2829857026150000E+01  0.2614396835425382E-02  0.1339211057504597E-02
  0.2872728739326000E+01  0.2522483453152359E-02  0.1255585098034236E-02
  0.2915689867825000E+01  0.2432816115485292E-02  0.1177260521417217E-02
  0.2958738767416000E+01  0.2345406383570441E-02  0.1103910170688737E-02
  0.3001873856427000E+01  0.2260260585983939E-02  0.1035225046960929E-02
  0.3045093612177000E+01  0.2177380084123556E-02  0.9709136013477899E-03
  0.3088396567689000E+01  0.2096761542912494E-02  0.9107010107726408E-03
  0.3131781308633000E+01  0.2018397205031748E-02  0.8543284461355775E-03
  0.3175246470497000E+01  0.1942275166542589E-02  0.8015523398772879E-03
  0.3218790735959000E+01  0.1868379652666239E-02  0.7521436588494014E-03
  0.3262412832440000E+01  0.1796691291480680E-02  0.7058871873503424E-03
  0.3306111529822000E+01  0.1727187384811629E-02  0.6625808242585594E-03
  0.3349885638326000E+01  0.1659842174441187E-02  0.6220348974156119E-03
  0.3393734006526000E+01  0.1594627103029074E-02  0.5840714977530799E-03
  0.3437655519494000E+01  0.1531511068272394E-02  0.5485238350463434E-03
  0.3481649097063000E+01  0.1470460669751261E-02  0.5152356167014311E-03
  0.3525713692196000E+01  0.1411440447738129E-02  0.4840604505471025E-03
  0.3569848289467000E+01  0.1354413113168893E-02  0.4548612722439075E-03
  0.3614051903620000E+01  0.1299339768394307E-02  0.4275097976419496E-03
  0.3658323578224000E+01  0.1246180118390549E-02  0.4018860001371535E-03
  0.3702662384408000E+01  0.1194892671925279E-02  0.3778776128916513E-03
  0.3747067419663000E+01  0.1145434932788033E-02  0.3553796556062373E-03
  0.3791537806719000E+01  0.1097763580614553E-02  0.3342939853873763E-03
  0.3836072692483000E+01  0.1051834641584146E-02  0.3145288711470501E-03
  0.3880671247037000E+01  0.1007603648788266E-02  0.2959985908825073E-03
  0.3925332662690000E+01  0.9650257924629807E-03  0.2786230511142653E-03
  0.3970056153079000E+01  0.9240560601964984E-03  0.2623274277103371E-03
  0.4014840952329000E+01  0.8846493673014659E-03  0.2470418272823030E-03
  0.4059686314240000E+01  0.8467606775773900E-03  0.2327009683295406E-03
  0.4104591511533000E+01  0.8103451146960185E-03  0.2192438812706390E-03
  0.4149555835123000E+01  0.7753580645478270E-03  0.2066136265185653E-03
  0.4194578593435000E+01  0.7417552688050524E-03  0.1947570297415327E-03
  0.4239659111753000E+01  0.7094929101103063E-03  0.1836244334684394E-03
  0.4284796731600000E+01  0.6785276891329489E-03  0.1731694642081744E-03
  0.4329990810147000E+01  0.6488168939299281E-03  0.1633488142694288E-03
  0.4375240719658000E+01  0.6203184619811080E-03  0.1541220374866441E-03
  0.4420545846947000E+01  0.5929910352051482E-03  0.1454513580878114E-03
  0.4465905592879000E+01  0.5667940083683881E-03  0.1373014919533632E-03
  0.4511319371877000E+01  0.5416875712883863E-03  0.1296394795571285E-03
  0.4556786611463000E+01  0.5176327451051289E-03  0.1224345298951096E-03
  0.4602306751816000E+01  0.4945914131056639E-03  0.1156578747458201E-03
  0.4647879245346000E+01  0.4725263463437054E-03  0.1092826326318278E-03
  0.4693503556296000E+01  0.4514012244810580E-03  0.1032836818800742E-03
  0.4739179160353000E+01  0.4311806521359842E-03  0.9763754221250955E-04
  0.4784905544280000E+01  0.4118301711202464E-03  0.9232226432298332E-04
  0.4830682205562000E+01  0.3933162688221929E-03  0.8731732692774347E-04
  0.4876508652067000E+01  0.3756063830784893E-03  0.8260354080365966E-04
  0.4922384401727000E+01  0.3586689038256240E-03  0.7816295935519982E-04
  0.4968308982220000E+01  0.3424731717882534E-03  0.7397879527988963E-04
  0.5014281930677000E+01  0.3269894744934521E-03  0.7003534292299725E-04
  0.5060302793397000E+01  0.3121890398465954E-03  0.6631790594090093E-04
  0.5106371125568000E+01  0.2980440275280185E-03  0.6281272991419385E-04
  0.5152486491010000E+01  0.2845275184159775E-03  0.5950693957268437E-04
  0.5198648461916000E+01  0.2716135022647986E-03  0.5638848031896637E-04
  0.5244856618613000E+01  0.2592768638369421E-03  0.5344606375385915E-04
  0.5291110549327000E+01  0.2474933676681117E-03  0.5066911692916981E-04
  0.5337409849959000E+01  0.2362396416553882E-03  0.4804773506966921E-04
  0.5383754123869000E+01  0.2254931596242358E-03  0.4557263752407948E-04
  0.5430142981663000E+01  0.2152322230292422E-03  0.4323512672107760E-04
  0.5476576041002000E+01  0.2054359419291739E-03  0.4102704992034536E-04
  0.5523052926401000E+01  0.1960842153714607E-03  0.3894076356564681E-04
  0.5569573269047000E+01  0.1871577113016944E-03  0.3696910005714616E-04
  0.5616136706617000E+01  0.1786378461148565E-03  0.3510533677522922E-04
  0.5662742883108000E+01  0.1705067639443032E-03  0.3334316719834513E-04
  0.5709391448671000E+01  0.1627473157844378E-03  0.3167667396929981E-04
  0.5756082059445000E+01  0.1553430385343758E-03  0.3010030377442561E-04
  0.5802814377408000E+01  0.1482781340319075E-03  0.2860884390892801E-04
  0.5849588070221000E+01  0.1415374481544243E-03  0.2719740041208406E-04
  0.5896402811091000E+01  0.1351064500431662E-03  0.2586137766255025E-04
  0.5943258278624000E+01  0.1289712115100185E-03  0.2459645933355848E-04
  0.5990154156692000E+01  0.1231183866741639E-03  0.2339859061328734E-04
  0.6037090134305000E+01  0.1175351918725174E-03  0.2226396160344621E-04
  0.6084065905483000E+01  0.1122093858817713E-03  0.2118899181511252E-04
  0.6131081169131000E+01  0.1071292504870090E-03  0.2017031568641107E-04
  0.6178135628925000E+01  0.1022835714224853E-03  0.1920476905190586E-04
  0.6225228993198000E+01  0.9766161971103455E-04  0.1828937649896905E-04
  0.6272360974825000E+01  0.9325313342278651E-04  0.1742133955071377E-04
  0.6319531291118000E+01  0.8904829986813307E-04  0.1659802561914660E-04
  0.6366739663724000E+01  0.8503773823960057E-04  0.1581695767652847E-04
  0.6413985818521000E+01  0.8121248271399224E-04  0.1507580459651848E-04
  0.6461269485525000E+01  0.7756396602027539E-04  0.1437237211979035E-04
  0.6508590398791000E+01  0.7408400348123454E-04  0.1370459440246621E-04
  0.6555948296322000E+01  0.7076477752996068E-04  0.1307052610812846E-04
  0.6603342919984000E+01  0.6759882270275148E-04  0.1246833500717420E-04
  0.6650774015417000E+01  0.6457901110835467E-04  0.1189629504987029E-04
  0.6698241331950000E+01  0.6169853837064703E-04  0.1135277988155516E-04
  0.6745744622523000E+01  0.5895091004071084E-04  0.1083625677069665E-04
  0.6793283643606000E+01  0.5632992847400273E-04  0.1034528092267011E-04
  0.6840858155125000E+01  0.5382968016581995E-04  0.9878490153753642E-05
  0.6888467920385000E+01  0.5144452353860036E-04  0.9434599901795199E-05
  0.6936112705998000E+01  0.4916907717259780E-04  0.9012398551424119E-05
  0.6983792281816000E+01  0.4699820847138920E-04  0.8610743053269556E-05
  0.7031506420860000E+01  0.4492702275343705E-04  0.8228554818109110E-05
  0.7079254899255000E+01  0.4295085275945729E-04  0.7864815867991821E-05
  0.7127037496165000E+01  0.4106524856578072E-04  0.7518565227726228E-05
  0.7174853993732000E+01  0.3926596789307028E-04  0.7188895541156144E-05
  0.7222704177013000E+01  0.3754896679995382E-04  0.6874949897760347E-05
  0.7270587833923000E+01  0.3591039075039099E-04  0.6575918855979121E-05
  0.7318504755175000E+01  0.3434656604409884E-04  0.6291037650689042E-05
  0.7366454734226000E+01  0.3285399159869200E-04  0.6019583572963774E-05
  0.7414437567223000E+01  0.3142933107266824E-04  0.5760873511139603E-05
  0.7462453052947000E+01  0.3006940531824573E-04  0.5514261642896421E-05
  0.7510500992765000E+01  0.2877118515278689E-04  0.5279137268682402E-05
  0.7558581190576000E+01  0.2753178443835238E-04  0.5054922777569824E-05
  0.7606693452764000E+01  0.2634845345825046E-04  0.4841071737074749E-05
  0.7654837588152000E+01  0.2521857258020131E-04  0.4637067099123940E-05
  0.7703013407952000E+01  0.2413964619578791E-04  0.4442419514849276E-05
  0.7751220725721000E+01  0.2310929692574213E-04  0.4256665751303446E-05
  0.7799459357318000E+01  0.2212526008119007E-04  0.4079367203705470E-05
  0.7847729120860000E+01  0.2118537837110726E-04  0.3910108497221993E-05
  0.7896029836678000E+01  0.2028759684640350E-04  0.3748496172666164E-05
  0.7944361327281000E+01  0.1942995807118779E-04  0.3594157450837889E-05
  0.7992723417312000E+01  0.1861059751245686E-04  0.3446739070648462E-05
  0.8041115933508999E+01  0.1782773913914987E-04  0.3305906196387168E-05
  0.8089538704670000E+01  0.1707969122205803E-04  0.3171341389835813E-05
  0.8137991561612001E+01  0.1636484232646275E-04  0.3042743643234349E-05
  0.8186474337138000E+01  0.1568165748924549E-04  0.2919827469289278E-05
  0.8234986866002000E+01  0.1502867457286814E-04  0.2802322044727221E-05
  0.8283528984870999E+01  0.1440450078870892E-04  0.2689970404091599E-05
  0.8332100532294000E+01  0.1380780938236646E-04  0.2582528680666253E-05
  0.8380701348668000E+01  0.1323733647406878E-04  0.2479765391656021E-05
  0.8429331276208000E+01  0.1269187804734175E-04  0.2381460764896437E-05
  0.8477990158912000E+01  0.1217028707953818E-04  0.2287406104572308E-05
  0.8526677842534999E+01  0.1167147080779953E-04  0.2197403193537539E-05
  0.8575394174554001E+01  0.1119438812461913E-04  0.2111263730044018E-05
  0.8624139004142000E+01  0.1073804709701392E-04  0.2028808796756609E-05
  0.8672912182138001E+01  0.1030150260386692E-04  0.1949868360123140E-05
  0.8721713561022000E+01  0.9883854085999504E-05  0.1874280798250365E-05
  0.8770542994884000E+01  0.9484243403929690E-05  0.1801892455585970E-05
  0.8819400339396999E+01  0.9101852798291365E-05  0.1732557222779487E-05
  0.8868285451794000E+01  0.8735902948192026E-05  0.1666136140214463E-05
  0.8917198190842999E+01  0.8385651123023298E-05  0.1602497023805895E-05
  0.8966138416814999E+01  0.8050389423405619E-05  0.1541514111741126E-05
  0.9015105991470000E+01  0.7729443106929304E-05  0.1483067730888389E-05
  0.9064100778025001E+01  0.7422168994964552E-05  0.1427043981752847E-05
  0.9113122641131000E+01  0.7127953956531218E-05  0.1373334440850432E-05
  0.9162171446858000E+01  0.6846213465604319E-05  0.1321835879477118E-05
  0.9211247062662000E+01  0.6576390228519364E-05  0.1272449997938500E-05
  0.9260349357370000E+01  0.6317952877927889E-05  0.1225083174296568E-05
  0.9309478201156001E+01  0.6070394730279468E-05  0.1179646226815449E-05
  0.9358633465522001E+01  0.5833232603706046E-05  0.1136054189295518E-05
  0.9407815023274001E+01  0.5606005693456323E-05  0.1094226098558428E-05
  0.9457022748506001E+01  0.5388274502041633E-05  0.1054084793370126E-05
  0.9506256516575000E+01  0.5179619821528661E-05  0.1015556724158249E-05
  0.9555516204088001E+01  0.4979641765357425E-05  0.9785717728879537E-06
  0.9604801688877000E+01  0.4787958847383319E-05  0.9430630825349234E-06
  0.9654112849986999E+01  0.4604207105740136E-05  0.9089668955903921E-06
  0.9703449567649001E+01  0.4428039269448505E-05  0.8762224011062912E-06
  0.9752811723272000E+01  0.4259123965552892E-05  0.8447715897747103E-06
  0.9802199199419000E+01  0.4097144964932103E-05  0.8145591166132147E-06
  0.9851611879789999E+01  0.3941800464802891E-05  0.7855321708142836E-06
  0.9901049649209000E+01  0.3792802406129671E-05  0.7576403523614239E-06
  0.9950512393606999E+01  0.3649875824249846E-05  0.7308355550404620E-06
  0.1000000000000000E+02  0.3512758231079615E-05  0.7050718554916843E-06
  0.1005000000000000E+02  0.3379930465061233E-05  0.6800663634261360E-06
  0.1010000000000000E+02  0.3252587408591115E-05  0.6560465844625373E-06
  0.1015000000000000E+02  0.3130485934056721E-05  0.6329699259822319E-06
  0.1020000000000000E+02  0.3013394331996635E-05  0.6107957857591359E-06
  0.1025000000000000E+02  0.2901091747839149E-05  0.5894854523265103E-06
  0.1030000000000000E+02  0.2793367647651460E-05  0.5690020106720916E-06
  0.1035000000000000E+02  0.2690021311353069E-05  0.5493102529561561E-06
  0.1040000000000000E+02  0.2590861351930592E-05  0.5303765939659041E-06
  0.1045000000000000E+02  0.2495705259270980E-05  0.5121689910371666E-06
  0.1050000000000000E+02  0.2404378967304667E-05  0.4946568681907845E-06
  0.1055000000000000E+02  0.2316716443222024E-05  0.4778110442464423E-06
  0.1060000000000000E+02  0.2232559297592728E-05  0.4616036646910111E-06
  0.1065000000000000E+02  0.2151756414282223E-05  0.4460081370919372E-06
  0.1070000000000000E+02  0.2074163599118791E-05  0.4309990698587162E-06
  0.1075000000000000E+02  0.1999643246322104E-05  0.4165522141672779E-06
  0.1080000000000000E+02  0.1928064021757556E-05  0.4026444088730768E-06
  0.1085000000000000E+02  0.1859300562131649E-05  0.3892535282489769E-06
  0.1090000000000000E+02  0.1793233189291707E-05  0.3763584323936726E-06
  0.1095000000000000E+02  0.1729747638838564E-05  0.3639389201654014E-06
  0.1100000000000000E+02  0.1668734802303724E-05  0.3519756845041823E-06
  0.1105000000000000E+02  0.1610090482183149E-05  0.3404502700137149E-06
  0.1110000000000000E+02  0.1553715159158042E-05  0.3293450326815553E-06
  0.1115000000000000E+02  0.1499513770869193E-05  0.3186431016231057E-06
  0.1120000000000000E+02  0.1447395501645731E-05  0.3083283427415602E-06
  0.1125000000000000E+02  0.1397273582621365E-05  0.2983853242020197E-06
  0.1130000000000000E+02  0.1349065101701792E-05  0.2887992836238251E-06
  0.1135000000000000E+02  0.1302690822875658E-05  0.2795560969005109E-06
  0.1140000000000000E+02  0.1258075014388925E-05  0.2706422485619123E-06
  0.1145000000000000E+02  0.1215145285328077E-05  0.2620448035977107E-06
  0.1150000000000000E+02  0.1173832430181893E-05  0.2537513806662026E-06
  0.1155000000000000E+02  0.1134070280974696E-05  0.2457501266163078E-06
  0.1160000000000000E+02  0.1095795566585437E-05  0.2380296922547903E-06
  0.1165000000000000E+02  0.1058947778887716E-05  0.2305792092944189E-06
  0.1170000000000000E+02  0.1023469045365030E-05  0.2233882684222943E-06
  0.1175000000000000E+02  0.9893040078739650E-06  0.2164468984309049E-06
  0.1180000000000000E+02  0.9563997072454114E-06  0.2097455463575630E-06
  0.1185000000000000E+02  0.9247054734299777E-06  0.2032750585808342E-06
  0.1190000000000000E+02  0.8941728209094973E-06  0.1970266628253287E-06
  0.1195000000000000E+02  0.8647553491110935E-06  0.1909919510288391E-06
  0.1200000000000000E+02  0.8364086475738474E-06  0.1851628630282568E-06
  0.1205000000000000E+02  0.8090902056314468E-06  0.1795316710230318E-06
  0.1210000000000000E+02  0.7827593263863906E-06  0.1740909647771308E-06
  0.1215000000000000E+02  0.7573770447629525E-06  0.1688336375224897E-06
  0.1220000000000000E+02  0.7329060494372258E-06  0.1637528725289390E-06
  0.1225000000000000E+02  0.7093106084529913E-06  0.1588421303073952E-06
  0.1230000000000000E+02  0.6865564983419452E-06  0.1540951364148586E-06
  0.1235000000000000E+02  0.6646109365762176E-06  0.1495058698314007E-06
  0.1240000000000000E+02  0.6434425171899408E-06  0.1450685518808695E-06
  0.1245000000000000E+02  0.6230211494149239E-06  0.1407776356685161E-06
  0.1250000000000000E+02  0.6033179991835061E-06  0.1366277960101151E-06
  0.1255000000000000E+02  0.5843054333589773E-06  0.1326139198284830E-06
  0.1260000000000000E+02  0.5659569665612311E-06  0.1287310969945180E-06
  0.1265000000000000E+02  0.5482472104618424E-06  0.1249746115910677E-06
  0.1270000000000000E+02  0.5311518254292326E-06  0.1213399335790372E-06
  0.1275000000000000E+02  0.5146474744105486E-06  0.1178227108461982E-06
  0.1280000000000000E+02  0.4987117789425731E-06  0.1144187616201536E-06
  0.1285000000000000E+02  0.4833232771893954E-06  0.1111240672278546E-06
  0.1290000000000000E+02  0.4684613839096712E-06  0.1079347651849509E-06
  0.1295000000000000E+02  0.4541063522611830E-06  0.1048471425991094E-06
  0.1300000000000000E+02  0.4402392373549040E-06  0.1018576298722213E-06
  0.1305000000000000E+02  0.4268418614752625E-06  0.9896279468718525E-07
  0.1310000000000000E+02  0.4138967808873064E-06  0.9615933626567056E-07
  0.1315000000000000E+02  0.4013872541554406E-06  0.9344407988393060E-07
  0.1320000000000000E+02  0.3892972119021297E-06  0.9081397163440533E-07
  0.1325000000000000E+02  0.3776112279384266E-06  0.8826607342143534E-07
  0.1330000000000000E+02  0.3663144917015830E-06  0.8579755818000998E-07
  0.1335000000000000E+02  0.3553927819381401E-06  0.8340570530700873E-07
  0.1340000000000000E+02  0.3448324415738934E-06  0.8108789629492353E-07
  0.1345000000000000E+02  0.3346203537150109E-06  0.7884161055853673E-07
  0.1350000000000000E+02  0.3247439187272732E-06  0.7666442144550395E-07
  0.1355000000000000E+02  0.3151910323429701E-06  0.7455399242223334E-07
  0.1360000000000000E+02  0.3059500647474669E-06  0.7250807342687484E-07
  0.1365000000000000E+02  0.2970098405997074E-06  0.7052449738163114E-07
  0.1370000000000000E+02  0.2883596199432132E-06  0.6860117685699004E-07
  0.1375000000000000E+02  0.2799890799661586E-06  0.6673610088082718E-07
  0.1380000000000000E+02  0.2718882975711107E-06  0.6492733188568178E-07
  0.1385000000000000E+02  0.2640477327169419E-06  0.6317300278782614E-07
  0.1390000000000000E+02  0.2564582124971814E-06  0.6147131419206063E-07
  0.1395000000000000E+02  0.2491109159208021E-06  0.5982053171646120E-07
  0.1400000000000000E+02  0.2419973593630473E-06  0.5821898343158241E-07
  0.1405000000000000E+02  0.2351093826554686E-06  0.5666505740888422E-07
  0.1410000000000000E+02  0.2284391357857804E-06  0.5515719937340394E-07
  0.1415000000000000E+02  0.2219790661795625E-06  0.5369391045593157E-07
  0.1420000000000000E+02  0.2157219065371563E-06  0.5227374504017460E-07
  0.1425000000000000E+02  0.2096606632003539E-06  0.5089530870061455E-07
  0.1430000000000000E+02  0.2037886050246979E-06  0.4955725622696110E-07
  0.1435000000000000E+02  0.1980992527343364E-06  0.4825828973130664E-07
  0.1440000000000000E+02  0.1925863687374777E-06  0.4699715683426633E-07
  0.1445000000000000E+02  0.1872439473815143E-06  0.4577264892656868E-07
  0.1450000000000000E+02  0.1820662056278659E-06  0.4458359950272347E-07
  0.1455000000000000E+02  0.1770475741275446E-06  0.4342888256356067E-07
  0.1460000000000000E+02  0.1721826886793204E-06  0.4230741108457631E-07
  0.1465000000000000E+02  0.1674663820532195E-06  0.4121813554717355E-07
  0.1470000000000000E+02  0.1628936761628964E-06  0.4016004253001732E-07
  0.1475000000000000E+02  0.1584597745711891E-06  0.3913215335785553E-07
  0.1480000000000000E+02  0.1541600553138971E-06  0.3813352280528144E-07
  0.1485000000000000E+02  0.1499900640275237E-06  0.3716323785303028E-07
  0.1490000000000000E+02  0.1459455073673732E-06  0.3622041649451377E-07
  0.1495000000000000E+02  0.1420222467030595E-06  0.3530420659040617E-07
  0.1500000000000000E+02  0.1382162920790272E-06  0.3441378476919212E-07
  0.1505000000000000E+02  0.1345237964283295E-06  0.3354835537168767E-07
  0.1510000000000000E+02  0.1309410500283912E-06  0.3270714943763372E-07
