         #eta                     f1                      f12
  0.7045920000000000E+00  0.4255384816693519E-02  0.2268684815574014E-01
  0.7085840000000000E+00  0.4252657577380655E-02  0.2266934242564160E-01
  0.7125760000000000E+00  0.4249916483457332E-02  0.2265110419050968E-01
  0.7165680000000000E+00  0.4247161561935275E-02  0.2263213735510934E-01
  0.7205600000000000E+00  0.4244392840048516E-02  0.2261244595710177E-01
  0.7245520000000000E+00  0.4241610345208017E-02  0.2259203416108065E-01
  0.7285440000000000E+00  0.4238814104940092E-02  0.2257090625759435E-01
  0.7325360000000000E+00  0.4236004147050831E-02  0.2254906665800697E-01
  0.7365280000000000E+00  0.4233180499469451E-02  0.2252651989141752E-01
  0.7405200000000000E+00  0.4230343190154806E-02  0.2250327060272513E-01
  0.7445120000000000E+00  0.4227492247452151E-02  0.2247932354771328E-01
  0.7485039999999999E+00  0.4224627699663104E-02  0.2245468359002241E-01
  0.7524960000000001E+00  0.4221749575391749E-02  0.2242935569911271E-01
  0.7564880000000000E+00  0.4218857903417621E-02  0.2240334494504403E-01
  0.7604800000000000E+00  0.4215952712601519E-02  0.2237665649664293E-01
  0.7644720000000000E+00  0.4213034032072775E-02  0.2234929561841599E-01
  0.7684640000000000E+00  0.4210101890948281E-02  0.2232126766582406E-01
  0.7724560000000000E+00  0.4207156318696947E-02  0.2229257808402256E-01
  0.7764480000000000E+00  0.4204197344941929E-02  0.2226323240363559E-01
  0.7804400000000000E+00  0.4201224999293836E-02  0.2223323623762082E-01
  0.7844320000000000E+00  0.4198239311758038E-02  0.2220259527847175E-01
  0.7884240000000000E+00  0.4195240312345046E-02  0.2217131529560097E-01
  0.7924160000000000E+00  0.4192228031210443E-02  0.2213940213111447E-01
  0.7964080000000000E+00  0.4189202498892690E-02  0.2210686169826714E-01
  0.8004000000000000E+00  0.4186163745833286E-02  0.2207369997735646E-01
  0.8043920000000000E+00  0.4183111802840515E-02  0.2203992301337128E-01
  0.8083840000000000E+00  0.4180046700704450E-02  0.2200553691306273E-01
  0.8123760000000000E+00  0.4176968470574878E-02  0.2197054784233702E-01
  0.8163680000000000E+00  0.4173877143592557E-02  0.2193496202226804E-01
  0.8203600000000000E+00  0.4170772751194744E-02  0.2189878572840787E-01
  0.8243520000000000E+00  0.4167655324873583E-02  0.2186202528544305E-01
  0.8283440000000000E+00  0.4164524896336157E-02  0.2182468706722755E-01
  0.8323360000000000E+00  0.4161381497498155E-02  0.2178677749164248E-01
  0.8363280000000000E+00  0.4158225160344291E-02  0.2174830302015603E-01
  0.8403200000000000E+00  0.4155055917107149E-02  0.2170927015356735E-01
  0.8443120000000000E+00  0.4151873800082602E-02  0.2166968542983897E-01
  0.8483039999999999E+00  0.4148678841876974E-02  0.2162955542224202E-01
  0.8522960000000001E+00  0.4145471075087448E-02  0.2158888673691376E-01
  0.8562880000000000E+00  0.4142250532662965E-02  0.2154768600880456E-01
  0.8602800000000000E+00  0.4139017247480892E-02  0.2150595990151690E-01
  0.8642720000000000E+00  0.4135771252764653E-02  0.2146371510378435E-01
  0.8682640000000000E+00  0.4132512581853949E-02  0.2142095832697155E-01
  0.8722560000000000E+00  0.4129241268239474E-02  0.2137769630308028E-01
  0.8762480000000000E+00  0.4125957345530340E-02  0.2133393578298100E-01
  0.8802400000000000E+00  0.4122660847558930E-02  0.2128968353386977E-01
  0.8842320000000000E+00  0.4119351808323272E-02  0.2124494633648122E-01
  0.8882240000000000E+00  0.4116030261889410E-02  0.2119973098418360E-01
  0.8922160000000000E+00  0.4112696242562978E-02  0.2115404428054061E-01
  0.8962080000000000E+00  0.4109349784782168E-02  0.2110789303642154E-01
  0.9002000000000000E+00  0.4105990923203999E-02  0.2106128406892186E-01
  0.9041920000000000E+00  0.4102619692491223E-02  0.2101422419932468E-01
  0.9081840000000000E+00  0.4099236127636703E-02  0.2096672025120945E-01
  0.9121760000000000E+00  0.4095840263659094E-02  0.2091877904841932E-01
  0.9161680000000000E+00  0.4092432135866668E-02  0.2087040741319986E-01
  0.9201600000000000E+00  0.4089011779556821E-02  0.2082161216415646E-01
  0.9241520000000000E+00  0.4085579230326375E-02  0.2077240011553871E-01
  0.9281440000000000E+00  0.4082134523811343E-02  0.2072277807472352E-01
  0.9321360000000000E+00  0.4078677695954787E-02  0.2067275284030175E-01
  0.9361280000000000E+00  0.4075208782723050E-02  0.2062233120130852E-01
  0.9401200000000000E+00  0.4071727820199156E-02  0.2057151993507896E-01
  0.9441120000000000E+00  0.4068234844825029E-02  0.2052032580582923E-01
  0.9481039999999999E+00  0.4064729892996592E-02  0.2046875556341547E-01
  0.9520960000000001E+00  0.4061213001334625E-02  0.2041681594125440E-01
  0.9560880000000000E+00  0.4057684206624519E-02  0.2036451365559759E-01
  0.9600800000000000E+00  0.4054143545779006E-02  0.2031185540365913E-01
  0.9640720000000000E+00  0.4050591055867654E-02  0.2025884786226206E-01
  0.9680640000000000E+00  0.4047026774185521E-02  0.2020549768744180E-01
  0.9720560000000000E+00  0.4043450737969634E-02  0.2015181151114461E-01
  0.9760480000000000E+00  0.4039862984869025E-02  0.2009779594236801E-01
  0.9800400000000000E+00  0.4036263552506525E-02  0.2004345756448741E-01
  0.9840320000000000E+00  0.4032652478707395E-02  0.1998880293464341E-01
  0.9880240000000000E+00  0.4029029801424056E-02  0.1993383858164725E-01
  0.9920160000000000E+00  0.4025395558778196E-02  0.1987857100656398E-01
  0.9960080000000000E+00  0.4021749789109667E-02  0.1982300668029794E-01
  0.1000000000000000E+01  0.4018092530711059E-02  0.1976715204291457E-01
  0.1026491680839000E+01  0.3993533991244617E-02  0.1938959809407503E-01
  0.1056786161003000E+01  0.3964846843058423E-02  0.1894486877911694E-01
  0.1088703936712000E+01  0.3933944684066419E-02  0.1846409076296677E-01
  0.1121723800805000E+01  0.3901265569128065E-02  0.1795654367447874E-01
  0.1155588150741000E+01  0.3867025524996034E-02  0.1742836930964694E-01
  0.1190141050780000E+01  0.3831359607471237E-02  0.1688453335869922E-01
  0.1225277261537000E+01  0.3794365188203234E-02  0.1632936791890198E-01
  0.1260920678924000E+01  0.3756119780813286E-02  0.1576676291730739E-01
  0.1297013558176000E+01  0.3716689687688309E-02  0.1520024158537218E-01
  0.1333510502098000E+01  0.3676134659285605E-02  0.1463299262749906E-01
  0.1370374832331000E+01  0.3634510589995662E-02  0.1406788601519149E-01
  0.1407576264730000E+01  0.3591871156907271E-02  0.1350748345510189E-01
  0.1445089349019000E+01  0.3548268846369015E-02  0.1295404822624263E-01
  0.1482892381256000E+01  0.3503755607096500E-02  0.1240955629220610E-01
  0.1520966621941000E+01  0.3458383263676553E-02  0.1187570929143557E-01
  0.1559295718995000E+01  0.3412203771127128E-02  0.1135394939833933E-01
  0.1597865272400000E+01  0.3365269359727086E-02  0.1084547575240485E-01
  0.1636662499333000E+01  0.3317632602952610E-02  0.1035126204766255E-01
  0.1675675972292000E+01  0.3269346429481309E-02  0.9872074839668865E-02
  0.1714895411252000E+01  0.3220464094326692E-02  0.9408492157354328E-02
  0.1754311516553000E+01  0.3171039119844010E-02  0.8960922046920399E-02
  0.1793915832968000E+01  0.3121125214114876E-02  0.8529620733319690E-02
  0.1833700637965000E+01  0.3070776172778104E-02  0.8114710143892487E-02
  0.1873658848995000E+01  0.3020045768879450E-02  0.7716194594239269E-02
  0.1913783945901000E+01  0.2968987634055833E-02  0.7333976491227890E-02
  0.1954069905471000E+01  0.2917655134463265E-02  0.6967870952780631E-02
  0.1994511145848000E+01  0.2866101243504504E-02  0.6617619285041319E-02
  0.2035102478983000E+01  0.2814378413651666E-02  0.6282901293938506E-02
  0.2075839069744000E+01  0.2762538449033449E-02  0.5963346431764309E-02
  0.2116716400526000E+01  0.2710632380064202E-02  0.5658543806531663E-02
  0.2157730240489000E+01  0.2658710342088357E-02  0.5368051095616153E-02
  0.2198876618659000E+01  0.2606821458193400E-02  0.5091402419609051E-02
  0.2240151800332000E+01  0.2555013727893231E-02  0.4828115241568305E-02
  0.2281552266261000E+01  0.2503333922128657E-02  0.4577696360852881E-02
  0.2323074694242000E+01  0.2451827485448791E-02  0.4339647075608161E-02
  0.2364715942755000E+01  0.2400538445635934E-02  0.4113467587460696E-02
  0.2406473036380000E+01  0.2349509331603087E-02  0.3898660721625415E-02
  0.2448343152753000E+01  0.2298781099305369E-02  0.3694735033187605E-02
  0.2490323610866000E+01  0.2248393066693578E-02  0.3501207366891417E-02
  0.2532411860537000E+01  0.2198382856931506E-02  0.3317604934218570E-02
  0.2574605472910000E+01  0.2148786350676825E-02  0.3143466966427565E-02
  0.2616902131854000E+01  0.2099637646793155E-02  0.2978345998571945E-02
  0.2659299626176000E+01  0.2050969031921585E-02  0.2821808833430542E-02
  0.2701795842525000E+01  0.2002810958215662E-02  0.2673437231114832E-02
  0.2744388758938000E+01  0.1955192029318231E-02  0.2532828364171148E-02
  0.2787076438941000E+01  0.1908138994121695E-02  0.2399595074467733E-02
  0.2829857026150000E+01  0.1861676748296988E-02  0.2273365963830940E-02
  0.2872728739326000E+01  0.1815828342582573E-02  0.2153785346428433E-02
  0.2915689867825000E+01  0.1770614998025493E-02  0.2040513087657468E-02
  0.2958738767416000E+01  0.1726056127505552E-02  0.1933224350815034E-02
  0.3001873856427000E+01  0.1682169363040162E-02  0.1831609270156862E-02
  0.3045093612177000E+01  0.1638970588441055E-02  0.1735372566213422E-02
  0.3088396567689000E+01  0.1596473976860376E-02  0.1644233116999403E-02
  0.3131781308633000E+01  0.1554692032859530E-02  0.1557923496627751E-02
  0.3175246470497000E+01  0.1513635638172800E-02  0.1476189491141177E-02
  0.3218790735959000E+01  0.1473314101127729E-02  0.1398789599648109E-02
  0.3262412832440000E+01  0.1433735209060160E-02  0.1325494527639417E-02
  0.3306111529822000E+01  0.1394905283060505E-02  0.1256086678081978E-02
  0.3349885638326000E+01  0.1356829235080320E-02  0.1190359644842533E-02
  0.3393734006526000E+01  0.1319510626607167E-02  0.1128117712201558E-02
  0.3437655519494000E+01  0.1282951728642854E-02  0.1069175363391882E-02
  0.3481649097063000E+01  0.1247153582639629E-02  0.1013356800514150E-02
  0.3525713692196000E+01  0.1212116061987556E-02  0.9604954776204962E-03
  0.3569848289467000E+01  0.1177837933745274E-02  0.9104336482804754E-03
  0.3614051903620000E+01  0.1144316920331553E-02  0.8630219286578032E-03
  0.3658323578224000E+01  0.1111549760867428E-02  0.8181188766892775E-03
  0.3702662384408000E+01  0.1079532271908774E-02  0.7755905877908509E-03
  0.3747067419663000E+01  0.1048259407437894E-02  0.7353103072709621E-03
  0.3791537806719000E+01  0.1017725317681542E-02  0.6971580594422490E-03
  0.3836072692483000E+01  0.9879234068491671E-03  0.6610202933094601E-03
  0.3880671247037000E+01  0.9588463894458337E-03  0.6267895445711390E-03
  0.3925332662690000E+01  0.9304863450870435E-03  0.5943641136118370E-03
  0.3970056153079000E+01  0.9028347715921240E-03  0.5636477590656844E-03
  0.4014840952329000E+01  0.8758826365291411E-03  0.5345494064862988E-03
  0.4059686314240000E+01  0.8496204267112289E-03  0.5069828716433222E-03
  0.4104591511533000E+01  0.8240381960123467E-03  0.4808665978907299E-03
  0.4149555835123000E+01  0.7991256111106343E-03  0.4561234070835756E-03
  0.4194578593435000E+01  0.7748719953351071E-03  0.4326802634743204E-03
  0.4239659111753000E+01  0.7512663704983986E-03  0.4104680500353846E-03
  0.4284796731600000E+01  0.7282974967265215E-03  0.3894213566496984E-03
  0.4329990810147000E+01  0.7059539102896306E-03  0.3694782796187950E-03
  0.4375240719658000E+01  0.6842239594496239E-03  0.3505802319437727E-03
  0.4420545846947000E+01  0.6630958383410587E-03  0.3326717638595356E-03
  0.4465905592879000E+01  0.6425576188974399E-03  0.3157003930950423E-03
  0.4511319371877000E+01  0.6225972808819752E-03  0.2996164443763108E-03
  0.4556786611463000E+01  0.6032027400586550E-03  0.2843728976810037E-03
  0.4602306751816000E+01  0.5843618745300349E-03  0.2699252447889193E-03
  0.4647879245346000E+01  0.5660625493360723E-03  0.2562313536851791E-03
  0.4693503556296000E+01  0.5482926392920082E-03  0.2432513403886773E-03
  0.4739179160353000E+01  0.5310400502242437E-03  0.2309474478071166E-03
  0.4784905544280000E+01  0.5142927385680280E-03  0.2192839312295089E-03
  0.4830682205562000E+01  0.4980387294489658E-03  0.2082269500915328E-03
  0.4876508652067000E+01  0.4822661332947615E-03  0.1977444656656638E-03
  0.4922384401727000E+01  0.4669631610331806E-03  0.1878061443449132E-03
  0.4968308982220000E+01  0.4521181379449196E-03  0.1783832662120423E-03
  0.5014281930677000E+01  0.4377195162303382E-03  0.1694486385931519E-03
  0.5060302793397000E+01  0.4237558863745469E-03  0.1609765143202237E-03
  0.5106371125568000E+01  0.4102159873495536E-03  0.1529425144388217E-03
  0.5152486491010000E+01  0.3970887157148881E-03  0.1453235551089643E-03
  0.5198648461916000E+01  0.3843631337047300E-03  0.1380977784687159E-03
  0.5244856618613000E+01  0.3720284763267876E-03  0.1312444872350897E-03
  0.5291110549327000E+01  0.3600741575671331E-03  0.1247440828363678E-03
  0.5337409849959000E+01  0.3484897757120662E-03  0.1185780068779891E-03
  0.5383754123869000E+01  0.3372651178849013E-03  0.1127286857572479E-03
  0.5430142981663000E+01  0.3263901638339469E-03  0.1071794782529015E-03
  0.5476576041002000E+01  0.3158550890106741E-03  0.1019146259230222E-03
  0.5523052926401000E+01  0.3056502670019193E-03  0.9691920616027787E-04
  0.5569573269047000E+01  0.2957662713605977E-03  0.9217908775524895E-04
  0.5616136706617000E+01  0.2861938768780927E-03  0.8768088883267856E-04
  0.5662742883108000E+01  0.2769240603352832E-03  0.8341193702992580E-04
  0.5709391448671000E+01  0.2679480007838411E-03  0.7936023179650686E-04
  0.5756082059445000E+01  0.2592570793905786E-03  0.7551440869999026E-04
  0.5802814377408000E+01  0.2508428788797768E-03  0.7186370562835518E-04
  0.5849588070221000E+01  0.2426971826078675E-03  0.6839793078862150E-04
  0.5896402811091000E+01  0.2348119733194213E-03  0.6510743240313744E-04
  0.5943258278624000E+01  0.2271794315832585E-03  0.6198307001471894E-04
  0.5990154156692000E+01  0.2197919339705301E-03  0.5901618731281399E-04
  0.6037090134305000E+01  0.2126420509820885E-03  0.5619858640026801E-04
  0.6084065905483000E+01  0.2057225447633466E-03  0.5352250342427240E-04
  0.6131081169131000E+01  0.1990263666164210E-03  0.5098058549877157E-04
  0.6178135628925000E+01  0.1925466543425807E-03  0.4856586884940299E-04
  0.6225228993198000E+01  0.1862767294419828E-03  0.4627175811685113E-04
  0.6272360974825000E+01  0.1802100941685481E-03  0.4409200675731428E-04
  0.6319531291118000E+01  0.1743404284811193E-03  0.4202069848158164E-04
  0.6366739663724000E+01  0.1686615868946724E-03  0.4005222967826501E-04
  0.6413985818521000E+01  0.1631675952504676E-03  0.3818129276945175E-04
  0.6461269485525000E+01  0.1578526474204150E-03  0.3640286044908403E-04
  0.6508590398791000E+01  0.1527111019575516E-03  0.3471217075822743E-04
  0.6555948296322000E+01  0.1477374787062871E-03  0.3310471295257399E-04
  0.6603342919984000E+01  0.1429264553800320E-03  0.3157621412056859E-04
  0.6650774015417000E+01  0.1382728641257516E-03  0.3012262651294220E-04
  0.6698241331950000E+01  0.1337716880693186E-03  0.2874011554588666E-04
  0.6745744622523000E+01  0.1294180578663061E-03  0.2742504844230152E-04
  0.6793283643606000E+01  0.1252072482557435E-03  0.2617398347777849E-04
  0.6840858155125000E+01  0.1211346746270746E-03  0.2498365979914235E-04
  0.6888467920385000E+01  0.1171958896068505E-03  0.2385098778560924E-04
  0.6936112705998000E+01  0.1133865796711028E-03  0.2277303992370578E-04
  0.6983792281816000E+01  0.1097025617873789E-03  0.2174704216883174E-04
  0.7031506420860000E+01  0.1061397800899839E-03  0.2077036576794242E-04
  0.7079254899255000E+01  0.1026943025976134E-03  0.1984051951873522E-04
  0.7127037496165000E+01  0.9936231796981311E-04  0.1895514244236885E-04
  0.7174853993732000E+01  0.9614013231104390E-04  0.1811199684773070E-04
  0.7222704177013000E+01  0.9302416602204526E-04  0.1730896176660568E-04
  0.7270587833923000E+01  0.9001095070224584E-04  0.1654402673992648E-04
  0.7318504755175000E+01  0.8709712610442106E-04  0.1581528593661717E-04
  0.7366454734226000E+01  0.8427943714413737E-04  0.1512093258720937E-04
  0.7414437567223000E+01  0.8155473096388545E-04  0.1445925371559080E-04
  0.7462453052947000E+01  0.7891995405552631E-04  0.1382862515303613E-04
  0.7510500992765000E+01  0.7637214943941614E-04  0.1322750681934970E-04
  0.7558581190576000E+01  0.7390845390233009E-04  0.1265443825706665E-04
  0.7606693452764000E+01  0.7152609529418067E-04  0.1210803440504150E-04
  0.7654837588152000E+01  0.6922238988388589E-04  0.1158698159872537E-04
  0.7703013407952000E+01  0.6699473977502623E-04  0.1109003378506671E-04
  0.7751220725721000E+01  0.6484063038056927E-04  0.1061600894044839E-04
  0.7799459357318000E+01  0.6275762795653318E-04  0.1016378568085501E-04
  0.7847729120860000E+01  0.6074337719513300E-04  0.9732300053992546E-05
  0.7896029836678000E+01  0.5879559887583727E-04  0.9320542503595827E-05
  0.7944361327281000E+01  0.5691208757538258E-04  0.8927554996624170E-05
  0.7992723417312000E+01  0.5509070943437213E-04  0.8552428304740438E-05
  0.8041115933508999E+01  0.5332939998159111E-04  0.8194299431675091E-05
  0.8089538704670000E+01  0.5162616201385877E-04  0.7852349178652210E-05
  0.8137991561612001E+01  0.4997906353201140E-04  0.7525799840525139E-05
  0.8186474337138000E+01  0.4838623573110410E-04  0.7213913025489902E-05
  0.8234986866002000E+01  0.4684587104420998E-04  0.6915987591795168E-05
  0.8283528984870999E+01  0.4535622123991203E-04  0.6631357695149237E-05
  0.8332100532294000E+01  0.4391559557112791E-04  0.6359390940796747E-05
  0.8380701348668000E+01  0.4252235897521018E-04  0.6099486634683386E-05
  0.8429331276208000E+01  0.4117493032413272E-04  0.5851074128322559E-05
  0.8477990158912000E+01  0.3987178072390965E-04  0.5613611252353738E-05
  0.8526677842534999E+01  0.3861143186194629E-04  0.5386582833931859E-05
  0.8575394174554001E+01  0.3739245440178602E-04  0.5169499293507919E-05
  0.8624139004142000E+01  0.3621346642359934E-04  0.4961895316623400E-05
  0.8672912182138001E+01  0.3507313191009171E-04  0.4763328596724049E-05
  0.8721713561022000E+01  0.3397015927638639E-04  0.4573378645112730E-05
  0.8770542994884000E+01  0.3290329994294535E-04  0.4391645664452976E-05
  0.8819400339396999E+01  0.3187134695073117E-04  0.4217749482343015E-05
  0.8868285451794000E+01  0.3087313361715549E-04  0.4051328541711694E-05
  0.8917198190842999E+01  0.2990753223230540E-04  0.3892038944981583E-05
  0.8966138416814999E+01  0.2897345279434867E-04  0.3739553549100442E-05
  0.9015105991470000E+01  0.2806984178271746E-04  0.3593561108607418E-05
  0.9064100778025001E+01  0.2719568096879941E-04  0.3453765464245299E-05
  0.9113122641131000E+01  0.2634998626266961E-04  0.3319884774566340E-05
  0.9162171446858000E+01  0.2553180659494855E-04  0.3191650788211046E-05
  0.9211247062662000E+01  0.2474022283333690E-04  0.3068808154725410E-05
  0.9260349357370000E+01  0.2397434673223759E-04  0.2951113771733138E-05
  0.9309478201156001E+01  0.2323331991509498E-04  0.2838336166565646E-05
  0.9358633465522001E+01  0.2251631288831071E-04  0.2730254910448479E-05
  0.9407815023274001E+01  0.2182252408601906E-04  0.2626660063505296E-05
  0.9457022748506001E+01  0.2115117894470156E-04  0.2527351648883561E-05
  0.9506256516575000E+01  0.2050152900702919E-04  0.2432139154462970E-05
  0.9555516204088001E+01  0.1987285105384313E-04  0.2340841060613088E-05
  0.9604801688877000E+01  0.1926444626381900E-04  0.2253284392639893E-05
  0.9654112849986999E+01  0.1867563939964920E-04  0.2169304296541269E-05
  0.9703449567649001E+01  0.1810577802038670E-04  0.2088743636863877E-05
  0.9752811723272000E+01  0.1755423171877538E-04  0.2011452615411984E-05
  0.9802199199419000E+01  0.1702039138322534E-04  0.1937288409743373E-05
  0.9851611879789999E+01  0.1650366848349117E-04  0.1866114830349562E-05
  0.9901049649209000E+01  0.1600349437935361E-04  0.1797801995522215E-05
  0.9950512393606999E+01  0.1551931965175339E-04  0.1732226022967921E-05
  0.1000000000000000E+02  0.1505061345567981E-04  0.1669268737272777E-05
  0.1005000000000000E+02  0.1459246775306243E-04  0.1608234257651778E-05
  0.1010000000000000E+02  0.1414928246430306E-04  0.1549673379639838E-05
  0.1015000000000000E+02  0.1372054239511314E-04  0.1493476838115909E-05
  0.1020000000000000E+02  0.1330575077162194E-04  0.1439540555197612E-05
  0.1025000000000000E+02  0.1290442856738162E-04  0.1387765377872889E-05
  0.1030000000000000E+02  0.1251611385502978E-04  0.1338056829712318E-05
  0.1035000000000000E+02  0.1214036118173417E-04  0.1290324875863906E-05
  0.1040000000000000E+02  0.1177674096755574E-04  0.1244483700579551E-05
  0.1045000000000000E+02  0.1142483892590601E-04  0.1200451496566729E-05
  0.1050000000000000E+02  0.1108425550530528E-04  0.1158150265500509E-05
  0.1055000000000000E+02  0.1075460535166462E-04  0.1117505629070444E-05
  0.1060000000000000E+02  0.1043551679035592E-04  0.1078446649973350E-05
  0.1065000000000000E+02  0.1012663132734554E-04  0.1040905662297779E-05
  0.1070000000000000E+02  0.9827603168703139E-05  0.1004818110778370E-05
  0.1075000000000000E+02  0.9538098757814925E-05  0.9701223984287244E-06
  0.1080000000000000E+02  0.9257796329657961E-05  0.9367597420901979E-06
  0.1085000000000000E+02  0.8986385481509740E-05  0.9046740354608155E-06
  0.1090000000000000E+02  0.8723566759495742E-05  0.8738117191939023E-06
  0.1095000000000000E+02  0.8469051260393355E-05  0.8441216576797547E-06
  0.1100000000000000E+02  0.8222560248133044E-05  0.8155550221460013E-06
  0.1105000000000000E+02  0.7983824784458514E-05  0.7880651797333008E-06
  0.1110000000000000E+02  0.7752585373224622E-05  0.7616075882227769E-06
  0.1115000000000000E+02  0.7528591617831834E-05  0.7361396961101070E-06
  0.1120000000000000E+02  0.7311601891313044E-05  0.7116208477386139E-06
  0.1125000000000000E+02  0.7101383018607206E-05  0.6880121932201115E-06
  0.1130000000000000E+02  0.6897709970568761E-05  0.6652766028876521E-06
  0.1135000000000000E+02  0.6700365569279899E-05  0.6433785860388220E-06
  0.1140000000000000E+02  0.6509140204247638E-05  0.6222842137418305E-06
  0.1145000000000000E+02  0.6323831559082593E-05  0.6019610454894877E-06
  0.1150000000000000E+02  0.6144244348271150E-05  0.5823780594982052E-06
  0.1155000000000000E+02  0.5970190063666678E-05  0.5635055864604700E-06
  0.1160000000000000E+02  0.5801486730338984E-05  0.5453152465699698E-06
  0.1165000000000000E+02  0.5637958671434707E-05  0.5277798896485269E-06
  0.1170000000000000E+02  0.5479436281713254E-05  0.5108735382134978E-06
  0.1175000000000000E+02  0.5325755809436057E-05  0.4945713333331606E-06
  0.1180000000000000E+02  0.5176759146297836E-05  0.4788494831260273E-06
  0.1185000000000000E+02  0.5032293625100629E-05  0.4636852137678566E-06
  0.1190000000000000E+02  0.4892211824882117E-05  0.4490567228776266E-06
  0.1195000000000000E+02  0.4756371383219955E-05  0.4349431351606909E-06
  0.1200000000000000E+02  0.4624634815445076E-05  0.4213244601939590E-06
  0.1205000000000000E+02  0.4496869340505766E-05  0.4081815522441433E-06
  0.1210000000000000E+02  0.4372946713234234E-05  0.3954960720159845E-06
  0.1215000000000000E+02  0.4252743062776991E-05  0.3832504502328959E-06
  0.1220000000000000E+02  0.4136138736958626E-05  0.3714278529576668E-06
  0.1225000000000000E+02  0.4023018152357292E-05  0.3600121485657768E-06
  0.1230000000000000E+02  0.3913269649878668E-05  0.3489878762885380E-06
  0.1235000000000000E+02  0.3806785355623018E-05  0.3383402162476148E-06
  0.1240000000000000E+02  0.3703461046847234E-05  0.3280549609066321E-06
  0.1245000000000000E+02  0.3603196022832028E-05  0.3181184878694795E-06
  0.1250000000000000E+02  0.3505892980470467E-05  0.3085177339585682E-06
  0.1255000000000000E+02  0.3411457894401818E-05  0.2992401705098278E-06
  0.1260000000000000E+02  0.3319799901520790E-05  0.2902737798244684E-06
  0.1265000000000000E+02  0.3230831189698655E-05  0.2816070327206483E-06
  0.1270000000000000E+02  0.3144466890559248E-05  0.2732288671311546E-06
  0.1275000000000000E+02  0.3060624976158128E-05  0.2651286676959171E-06
  0.1280000000000000E+02  0.2979226159419542E-05  0.2572962463008550E-06
  0.1285000000000000E+02  0.2900193798190760E-05  0.2497218235170035E-06
  0.1290000000000000E+02  0.2823453802779091E-05  0.2423960108962216E-06
  0.1295000000000000E+02  0.2748934546841538E-05  0.2353097940820027E-06
  0.1300000000000000E+02  0.2676566781502432E-05  0.2284545166960187E-06
  0.1305000000000000E+02  0.2606283552578615E-05  0.2218218649629976E-06
  0.1310000000000000E+02  0.2538020120796647E-05  0.2154038530384373E-06
  0.1315000000000000E+02  0.2471713884890658E-05  0.2091928090054309E-06
  0.1320000000000000E+02  0.2407304307473871E-05  0.2031813615085744E-06
  0.1325000000000000E+02  0.2344732843580670E-05  0.1973624269945131E-06
  0.1330000000000000E+02  0.2283942871780074E-05  0.1917291975302257E-06
  0.1335000000000000E+02  0.2224879627765343E-05  0.1862751291715556E-06
  0.1340000000000000E+02  0.2167490140327745E-05  0.1809939308558721E-06
  0.1345000000000000E+02  0.2111723169626421E-05  0.1758795537940480E-06
  0.1350000000000000E+02  0.2057529147669126E-05  0.1709261813381365E-06
  0.1355000000000000E+02  0.2004860120922328E-05  0.1661282193023230E-06
  0.1360000000000000E+02  0.1953669694971848E-05  0.1614802867158082E-06
  0.1365000000000000E+02  0.1903912981158406E-05  0.1569772069873290E-06
  0.1370000000000000E+02  0.1855546545115336E-05  0.1526139994620285E-06
  0.1375000000000000E+02  0.1808528357138234E-05  0.1483858713523074E-06
  0.1380000000000000E+02  0.1762817744319296E-05  0.1442882100252005E-06
  0.1385000000000000E+02  0.1718375344381334E-05  0.1403165756296623E-06
  0.1390000000000000E+02  0.1675163061149141E-05  0.1364666940479490E-06
  0.1395000000000000E+02  0.1633144021598072E-05  0.1327344501560652E-06
  0.1400000000000000E+02  0.1592282534422093E-05  0.1291158813789443E-06
  0.1405000000000000E+02  0.1552544050065641E-05  0.1256071715267497E-06
  0.1410000000000000E+02  0.1513895122165757E-05  0.1222046448993175E-06
  0.1415000000000000E+02  0.1476303370353027E-05  0.1189047606464019E-06
  0.1420000000000000E+02  0.1439737444361700E-05  0.1157041073719616E-06
  0.1425000000000000E+02  0.1404166989401299E-05  0.1125993979713047E-06
  0.1430000000000000E+02  0.1369562612743841E-05  0.1095874646904257E-06
  0.1435000000000000E+02  0.1335895851482351E-05  0.1066652543973960E-06
  0.1440000000000000E+02  0.1303139141418297E-05  0.1038298240561359E-06
  0.1445000000000000E+02  0.1271265787036849E-05  0.1010783363933715E-06
  0.1450000000000000E+02  0.1240249932530640E-05  0.9840805575000113E-07
  0.1455000000000000E+02  0.1210066533834041E-05  0.9581634410852482E-07
  0.1460000000000000E+02  0.1180691331631468E-05  0.9330065728857905E-07
  0.1465000000000000E+02  0.1152100825304487E-05  0.9085854130299435E-07
  0.1470000000000000E+02  0.1124272247783982E-05  0.8848762886715711E-07
  0.1475000000000000E+02  0.1097183541274656E-05  0.8618563605478726E-07
  0.1480000000000000E+02  0.1070813333820596E-05  0.8395035909357972E-07
  0.1485000000000000E+02  0.1045140916681639E-05  0.8177967129445313E-07
  0.1490000000000000E+02  0.1020146222491441E-05  0.7967152010844927E-07
  0.1495000000000000E+02  0.9958098041692847E-06  0.7762392430560866E-07
  0.1500000000000000E+02  0.9721128145585427E-06  0.7563497127040058E-07
  0.1505000000000000E+02  0.9490369867659596E-06  0.7370281440855413E-07
  0.1510000000000000E+02  0.9265646151765963E-06  0.7182567066036572E-07
  0.1515000000000000E+02  0.9046785371204303E-06  0.7000181811579009E-07
