     #eta_rho                    eta_z                     f1                      f12
  0.0000000000000000E+00 -0.4800000000000000E+02  0.1213895209489003E-09  0.7480227071351283E-11
  0.0000000000000000E+00 -0.4200000000000000E+02  0.3505302622867387E-09  0.2171404596585176E-10
  0.0000000000000000E+00 -0.3600000000000000E+02  0.1183824441485829E-08  0.7473287977347568E-10
  0.0000000000000000E+00 -0.3000000000000000E+02  0.4952708239601871E-08  0.3192752432447889E-09
  0.0000000000000000E+00 -0.2400000000000000E+02  0.2807430856319772E-07  0.1867726471219166E-08
  0.0000000000000000E+00 -0.2200000000000000E+02  0.5484146041976858E-07  0.3721938995912222E-08
  0.0000000000000000E+00 -0.2000000000000000E+02  0.1135293188194629E-06  0.7901341470488858E-08
  0.0000000000000000E+00 -0.1800000000000000E+02  0.2512826782320860E-06  0.1808373130476452E-07
  0.0000000000000000E+00 -0.1600000000000000E+02  0.6010192940641983E-06  0.4544581266419363E-07
  0.0000000000000000E+00 -0.1400000000000000E+02  0.1574348857487041E-05  0.1283764048339572E-06
  0.0000000000000000E+00 -0.1200000000000000E+02  0.4580670839717378E-05  0.4202284324083893E-06
  0.0000000000000000E+00 -0.1000000000000000E+02  0.1493608491886031E-04  0.1669875818037249E-05
  0.0000000000000000E+00 -0.8000000000000000E+01  0.5448680858217206E-04  0.8541397508045496E-05
  0.0000000000000000E+00 -0.7533333333333000E+01  0.7477064933369843E-04  0.1304386527999151E-04
  0.0000000000000000E+00 -0.7066666666667000E+01  0.1030724360337541E-03  0.2026948860184367E-04
  0.0000000000000000E+00 -0.6600000000000000E+01  0.1426285195659176E-03  0.3206316457525049E-04
  0.0000000000000000E+00 -0.6133333333333000E+01  0.1979306686966815E-03  0.5163907152701109E-04
  0.0000000000000000E+00 -0.5666666666667000E+01  0.2751327894876657E-03  0.8467482983934645E-04
  0.0000000000000000E+00 -0.5200000000000000E+01  0.3824980059464348E-03  0.1413392372449533E-03
  0.0000000000000000E+00 -0.4733333333333000E+01  0.5307760611233137E-03  0.2401036387038165E-03
  0.0000000000000000E+00 -0.4266666666667000E+01  0.7332718171500921E-03  0.4150131984138033E-03
  0.0000000000000000E+00 -0.3800000000000000E+01  0.1005212923131985E-02  0.7297610450891051E-03
  0.0000000000000000E+00 -0.3333333333333000E+01  0.1361964618640288E-02  0.1305226993818281E-02
  0.0000000000000000E+00 -0.2866666666667000E+01  0.1815805124563560E-02  0.2373004718619220E-02
  0.0000000000000000E+00 -0.2400000000000000E+01  0.2371167838314448E-02  0.4370518751659784E-02
  0.0000000000000000E+00 -0.1933333333333000E+01  0.3017615189196460E-02  0.8054769461644724E-02
  0.0000000000000000E+00 -0.1466666666667000E+01  0.3718235148614019E-02  0.1448452280333240E-01
  0.0000000000000000E+00 -0.1000000000000000E+01  0.4393701555639326E-02  0.2426083957147111E-01
  0.0000000000000000E+00 -0.9502149898759999E+00  0.4459355628326589E-02  0.2539185411745257E-01
  0.0000000000000000E+00 -0.9006665724530000E+00  0.4522818561318006E-02  0.2648521860595311E-01
  0.0000000000000000E+00 -0.8513653764619999E+00  0.4583924726741404E-02  0.2751620940013001E-01
  0.0000000000000000E+00 -0.8023230921330000E+00  0.4642513544133100E-02  0.2845559545809112E-01
  0.0000000000000000E+00 -0.7535526420790000E+00  0.4698430944025314E-02  0.2926994924326810E-01
  0.0000000000000000E+00 -0.7050683913569999E+00  0.4751530861708052E-02  0.2992258783025708E-01
  0.0000000000000000E+00 -0.6568864087430000E+00  0.4801676746614898E-02  0.3037534180125268E-01
  0.0000000000000000E+00 -0.6090247959310000E+00  0.4848743074023842E-02  0.3059129215747779E-01
  0.0000000000000000E+00 -0.5615041084640000E+00  0.4892616848159055E-02  0.3053848645507318E-01
  0.0000000000000000E+00 -0.5143479030270000E+00  0.4933199089894727E-02  0.3019444048855828E-01
  0.0000000000000000E+00 -0.4675834627770000E+00  0.4970406308713643E-02  0.2955097168588904E-01
  0.0000000000000000E+00 -0.4212427802450000E+00  0.5004171968355594E-02  0.2861864685088153E-01
  0.0000000000000000E+00 -0.3753639244250000E+00  0.5034447970692724E-02  0.2742993889236883E-01
