     #eta_rho                    eta_z                 varrho1                 varrho2
  0.0000000000000000E+00 -0.4800000000000000E+02  0.5102187891970718E-10  0.1202823549277047E-10
  0.0000000000000000E+00 -0.4200000000000000E+02  0.1499277142322038E-09  0.3470838673211778E-10
  0.0000000000000000E+00 -0.3600000000000000E+02  0.5174566982625253E-09  0.1165058464409379E-09
  0.0000000000000000E+00 -0.3000000000000000E+02  0.2280181352923873E-08  0.4889244992751917E-09
  0.0000000000000000E+00 -0.2400000000000000E+02  0.1420963371058941E-07  0.2804251301514919E-08
  0.0000000000000000E+00 -0.2200000000000000E+02  0.2893115927881191E-07  0.5481083777925534E-08
  0.0000000000000000E+00 -0.2000000000000000E+02  0.6303494417820418E-07  0.1135496127867277E-07
  0.0000000000000000E+00 -0.1800000000000000E+02  0.1490963713007030E-06  0.2528248409879599E-07
  0.0000000000000000E+00 -0.1600000000000000E+02  0.3879588944568592E-06  0.6139031194993691E-07
  0.0000000000000000E+00 -0.1400000000000000E+02  0.1123015251278264E-05  0.1649237337888228E-06
  0.0000000000000000E+00 -0.1200000000000000E+02  0.3660206222575859E-05  0.5008843609821478E-06
  0.0000000000000000E+00 -0.1000000000000000E+02  0.1355609942692557E-04  0.1784285454426891E-05
  0.0000000000000000E+00 -0.8000000000000000E+01  0.5612146951393796E-04  0.7792793708617001E-05
  0.0000000000000000E+00 -0.7533333333333000E+01  0.7896686837852607E-04  0.1138191287720730E-04
  0.0000000000000000E+00 -0.7066666666667000E+01  0.1112599116631092E-03  0.1687643234088799E-04
  0.0000000000000000E+00 -0.6600000000000000E+01  0.1567276706373386E-03  0.2542801661451621E-04
  0.0000000000000000E+00 -0.6133333333333000E+01  0.2203416843082310E-03  0.3896346834015522E-04
  0.0000000000000000E+00 -0.5666666666667000E+01  0.3085309983821933E-03  0.6074415713674810E-04
  0.0000000000000000E+00 -0.5200000000000000E+01  0.4292551185645939E-03  0.9634151093629005E-04
  0.0000000000000000E+00 -0.4733333333333000E+01  0.5917678014962282E-03  0.1553350680491810E-03
  0.0000000000000000E+00 -0.4266666666667000E+01  0.8058388386211717E-03  0.2542368002957648E-03
  0.0000000000000000E+00 -0.3800000000000000E+01  0.1080179025623925E-02  0.4213685515150630E-03
  0.0000000000000000E+00 -0.3333333333333000E+01  0.1419895554252078E-02  0.7043499366675934E-03
  0.0000000000000000E+00 -0.2866666666667000E+01  0.1823059085902323E-02  0.1179284366042187E-02
  0.0000000000000000E+00 -0.2400000000000000E+01  0.2276926947884804E-02  0.1954680500759874E-02
  0.0000000000000000E+00 -0.1933333333333000E+01  0.2754989704357651E-02  0.3149589918864107E-02
  0.0000000000000000E+00 -0.1466666666667000E+01  0.3216574851715237E-02  0.4813517181744997E-02
  0.0000000000000000E+00 -0.1000000000000000E+01  0.3610792524260300E-02  0.6784326356248555E-02
  0.0000000000000000E+00 -0.9502149898759999E+00  0.3646654184901327E-02  0.6995639825490132E-02
  0.0000000000000000E+00 -0.9006665724530000E+00  0.3680925743533855E-02  0.7203412805312571E-02
  0.0000000000000000E+00 -0.8513653764619999E+00  0.3713563808517005E-02  0.7406814391976446E-02
  0.0000000000000000E+00 -0.8023230921330000E+00  0.3744528953477712E-02  0.7605010310619832E-02
  0.0000000000000000E+00 -0.7535526420790000E+00  0.3773785948283328E-02  0.7797169181051495E-02
  0.0000000000000000E+00 -0.7050683913569999E+00  0.3801303987301004E-02  0.7982468597502726E-02
  0.0000000000000000E+00 -0.6568864087430000E+00  0.3827056916876718E-02  0.8160100976296028E-02
  0.0000000000000000E+00 -0.6090247959310000E+00  0.3851023465036822E-02  0.8329279267788621E-02
  0.0000000000000000E+00 -0.5615041084640000E+00  0.3873187477816968E-02  0.8489242804549175E-02
  0.0000000000000000E+00 -0.5143479030270000E+00  0.3893538168624835E-02  0.8639263733933360E-02
  0.0000000000000000E+00 -0.4675834627770000E+00  0.3912070389943657E-02  0.8778654616352565E-02
  0.0000000000000000E+00 -0.4212427802450000E+00  0.3928784940962276E-02  0.8906777817759691E-02
  0.0000000000000000E+00 -0.3753639244250000E+00  0.3943688931370466E-02  0.9023057260698854E-02
  0.0000000000000000E+00 -0.3299930022210000E+00  0.3956796232179363E-02  0.9126992928875984E-02
  0.0000000000000000E+00 -0.2851870806420000E+00  0.3968128062327144E-02  0.9218178299738547E-02
  0.0000000000000000E+00 -0.2410187483340000E+00  0.3977713791638470E-02  0.9296320722562548E-02
  0.0000000000000000E+00 -0.1975836727160000E+00  0.3985592101235304E-02  0.9361264870442533E-02
  0.0000000000000000E+00 -0.1550141460330000E+00  0.3991812768193458E-02  0.9413020162149224E-02
  0.0000000000000000E+00 -0.1135061888960000E+00  0.3996439634338293E-02  0.9451795397297832E-02
  0.0000000000000000E+00 -0.7338362321000000E-01  0.3999556126419566E-02  0.9478050721316682E-02
  0.0000000000000000E+00 -0.3530163775500000E-01  0.4001277608100724E-02  0.9492601833769657E-02
  0.0000000000000000E+00 -0.2000000000000000E-02  0.4001794445419499E-02  0.9496977247839048E-02
  0.0000000000000000E+00 -0.1952380952000000E-02  0.4001794523732534E-02  0.9496977911054885E-02
  0.0000000000000000E+00 -0.1904761905000000E-02  0.4001794600158522E-02  0.9496978558289678E-02
  0.0000000000000000E+00 -0.1857142857000000E-02  0.4001794674697441E-02  0.9496979189543489E-02
  0.0000000000000000E+00 -0.1809523810000000E-02  0.4001794747349300E-02  0.9496979804816254E-02
  0.0000000000000000E+00 -0.1761904762000000E-02  0.4001794818114121E-02  0.9496980404107938E-02
  0.0000000000000000E+00 -0.1714285714000000E-02  0.4001794886991863E-02  0.9496980987418597E-02
  0.0000000000000000E+00 -0.1666666667000000E-02  0.4001794953982532E-02  0.9496981554748221E-02
  0.0000000000000000E+00 -0.1619047619000000E-02  0.4001795019086191E-02  0.9496982106096797E-02
  0.0000000000000000E+00 -0.1571428571000000E-02  0.4001795082302702E-02  0.9496982641464310E-02
  0.0000000000000000E+00 -0.1523809524000000E-02  0.4001795143632220E-02  0.9496983160850734E-02
  0.0000000000000000E+00 -0.1476190476000000E-02  0.4001795203074665E-02  0.9496983664256099E-02
  0.0000000000000000E+00 -0.1428571429000000E-02  0.4001795260630075E-02  0.9496984151680420E-02
  0.0000000000000000E+00 -0.1380952381000000E-02  0.4001795316298333E-02  0.9496984623123650E-02
  0.0000000000000000E+00 -0.1333333333000000E-02  0.4001795370079626E-02  0.9496985078585752E-02
  0.0000000000000000E+00 -0.1285714286000000E-02  0.4001795421973832E-02  0.9496985518066822E-02
  0.0000000000000000E+00 -0.1238095238000000E-02  0.4001795471980957E-02  0.9496985941566772E-02
  0.0000000000000000E+00 -0.1190476190000000E-02  0.4001795520101046E-02  0.9496986349085568E-02
  0.0000000000000000E+00 -0.1142857143000000E-02  0.4001795566334048E-02  0.9496986740623353E-02
  0.0000000000000000E+00 -0.1095238095000000E-02  0.4001795610680007E-02  0.9496987116179998E-02
  0.0000000000000000E+00 -0.1047619048000000E-02  0.4001795653138910E-02  0.9496987475755510E-02
  0.0000000000000000E+00 -0.1000000000000000E-02  0.4001795693710742E-02  0.9496987819349951E-02
  0.0000000000000000E+00 -0.9523809519999999E-03  0.4001795732395501E-02  0.9496988146963269E-02
  0.0000000000000000E+00 -0.9047619050000000E-03  0.4001795769193198E-02  0.9496988458595481E-02
  0.0000000000000000E+00 -0.8571428570000000E-03  0.4001795804103839E-02  0.9496988754246545E-02
  0.0000000000000000E+00 -0.8095238100000001E-03  0.4001795837127408E-02  0.9496989033916504E-02
  0.0000000000000000E+00 -0.7619047620000000E-03  0.4001795868263977E-02  0.9496989297605356E-02
  0.0000000000000000E+00 -0.7142857140000000E-03  0.4001795897513421E-02  0.9496989545313052E-02
  0.0000000000000000E+00 -0.6666666670000000E-03  0.4001795924875782E-02  0.9496989777039650E-02
  0.0000000000000000E+00 -0.6190476190000000E-03  0.4001795950351161E-02  0.9496989992785082E-02
  0.0000000000000000E+00 -0.5714285710000000E-03  0.4001795973939477E-02  0.9496990192549353E-02
  0.0000000000000000E+00 -0.5238095240000000E-03  0.4001795995640637E-02  0.9496990376332542E-02
  0.0000000000000000E+00 -0.4761904760000000E-03  0.4001796015454817E-02  0.9496990544134529E-02
  0.0000000000000000E+00 -0.4285714290000000E-03  0.4001796033381891E-02  0.9496990695955429E-02
  0.0000000000000000E+00 -0.3809523810000000E-03  0.4001796049421898E-02  0.9496990831795192E-02
  0.0000000000000000E+00 -0.3333333330000000E-03  0.4001796063574866E-02  0.9496990951653784E-02
  0.0000000000000000E+00 -0.2857142860000000E-03  0.4001796075840768E-02  0.9496991055531213E-02
  0.0000000000000000E+00 -0.2380952380000000E-03  0.4001796086219624E-02  0.9496991143427558E-02
  0.0000000000000000E+00 -0.1904761900000000E-03  0.4001796094711399E-02  0.9496991215342710E-02
  0.0000000000000000E+00 -0.1428571430000000E-03  0.4001796101316122E-02  0.9496991271276706E-02
  0.0000000000000000E+00 -0.9523809500000000E-04  0.4001796106033791E-02  0.9496991311229597E-02
  0.0000000000000000E+00 -0.4761904800000000E-04  0.4001796108864378E-02  0.9496991335201337E-02
  0.0000000000000000E+00  0.0000000000000000E+00  0.4001796109807906E-02  0.9496991343191871E-02
  0.0000000000000000E+00  0.4761904800000000E-04  0.4001796108864378E-02  0.9496991335201337E-02
  0.0000000000000000E+00  0.9523809500000000E-04  0.4001796106033791E-02  0.9496991311229597E-02
  0.0000000000000000E+00  0.1428571430000000E-03  0.4001796101316122E-02  0.9496991271276706E-02
  0.0000000000000000E+00  0.1904761900000000E-03  0.4001796094711399E-02  0.9496991215342710E-02
  0.0000000000000000E+00  0.2380952380000000E-03  0.4001796086219624E-02  0.9496991143427558E-02
  0.0000000000000000E+00  0.2857142860000000E-03  0.4001796075840768E-02  0.9496991055531213E-02
  0.0000000000000000E+00  0.3333333330000000E-03  0.4001796063574866E-02  0.9496990951653784E-02
  0.0000000000000000E+00  0.3809523810000000E-03  0.4001796049421898E-02  0.9496990831795192E-02
  0.0000000000000000E+00  0.4285714290000000E-03  0.4001796033381891E-02  0.9496990695955429E-02
  0.0000000000000000E+00  0.4761904760000000E-03  0.4001796015454817E-02  0.9496990544134529E-02
  0.0000000000000000E+00  0.5238095240000000E-03  0.4001795995640637E-02  0.9496990376332542E-02
  0.0000000000000000E+00  0.5714285710000000E-03  0.4001795973939477E-02  0.9496990192549353E-02
  0.0000000000000000E+00  0.6190476190000000E-03  0.4001795950351161E-02  0.9496989992785082E-02
  0.0000000000000000E+00  0.6666666670000000E-03  0.4001795924875782E-02  0.9496989777039650E-02
  0.0000000000000000E+00  0.7142857140000000E-03  0.4001795897513421E-02  0.9496989545313052E-02
  0.0000000000000000E+00  0.7619047620000000E-03  0.4001795868263977E-02  0.9496989297605356E-02
  0.0000000000000000E+00  0.8095238100000001E-03  0.4001795837127408E-02  0.9496989033916504E-02
  0.0000000000000000E+00  0.8571428570000000E-03  0.4001795804103839E-02  0.9496988754246545E-02
